Chr	Start	spliceAImax_score
chr1	167370215	1.0
chr1	168050935	0.0
chr1	168226143	0.72
chr1	168235100	0.98
chr1	168701015	0.99
chr1	169368343	0.98
chr1	169387210	0.01
chr1	169514460	0.76
chr1	169591457	0.94
chr1	169611491	0.88
chr1	169617027	0.99
chr1	169798959	0.72
chr1	169803311	0.16
chr1	170041841	0.12
chr1	170146262	0.99
chr1	170719725	0.99
chr1	170947526	0.41
chr1	171208792	0.97
chr1	171258220	0.86
chr1	172132888	0.16
chr1	172462246	0.21
chr1	172553259	0.97
chr1	173477493	1.0
chr1	173547687	0.41
chr1	173806578	0.19
chr1	173826686	1.0
chr1	173828400	0.98
chr1	173910893	0.99
chr1	175166560	0.38
chr1	176702606	0.72
chr1	177023572	0.98
chr1	177032454	0.99
chr1	178515916	0.99
chr1	178520875	0.19
chr1	179110281	0.99
chr1	179345077	0.97
chr1	179430607	1.0
chr1	179468642	0.92
chr1	179591667	0.02
chr1	179812775	0.33
chr1	179889309	0.97
chr1	179914055	0.93
chr1	180990111	1.0
chr1	181739254	0.98
chr1	182390495	0.75
chr1	182390496	0.75
chr1	182460134	0.54
chr1	182532792	1.0
chr1	182951991	0.06
chr1	183024136	0.99
chr1	183117443	0.52
chr1	183574479	0.99
chr1	184831846	1.0
chr1	185990274	0.98
chr1	186122950	1.0
chr1	186125795	0.0
chr1	186358541	0.99
chr1	192647988	0.49
chr1	193029659	0.04
chr1	193059862	0.06
chr1	193081363	1.0
chr1	193105516	0.5
chr1	196672977	0.99
chr1	196788400	0.98
chr1	196790228	0.96
chr1	196828068	0.98
chr1	196830683	0.99
chr1	196910279	0.99
chr1	196912738	0.96
chr1	196912924	0.99
chr1	196982883	0.98
chr1	196996203	0.98
chr1	197060365	0.99
chr1	197063059	0.8
chr1	197122045	0.05
chr1	197302472	0.0
chr1	197304414	0.49
chr1	200409724	0.66
chr1	200409944	1.0
chr1	200988294	0.99
chr1	201041591	0.97
chr1	201199333	0.95
chr1	201225822	0.94
chr1	201488854	0.99
chr1	201496191	0.97
chr1	201996410	0.48
chr1	201997555	1.0
chr1	202135801	1.0
chr1	202307403	0.99
chr1	202335819	0.99
chr1	202575183	0.08
chr1	202741724	0.0
chr1	202742654	0.99
chr1	202766506	0.03
chr1	202881224	0.07
chr1	202966527	0.92
chr1	203046384	0.94
chr1	203168093	0.91
chr1	203802292	0.0
chr1	203802651	0.01
chr1	203816925	1.0
chr1	204125857	1.0
chr1	204161416	0.99
chr1	205053099	0.97
chr1	205187417	0.96
chr1	205348354	0.04
chr1	205348375	0.04
chr1	205584993	0.98
chr1	205832597	0.99
chr1	205932943	0.99
chr1	205932944	0.99
chr1	206609460	0.81
chr1	206841003	0.65
chr1	206866365	1.0
chr1	207468526	0.57
chr1	207478071	0.99
chr1	207489141	0.69
chr1	207526930	1.0
chr1	207757644	0.99
chr1	209675551	0.72
chr1	209705943	0.89
chr1	209707129	1.0
chr1	209768661	0.15
chr1	209801418	0.01
chr1	209842581	0.99
chr1	210328386	0.92
chr1	210400467	0.57
chr1	211271311	1.0
chr1	211829449	0.69
chr1	212329332	0.99
chr1	212357285	1.0
chr1	212357286	1.0
chr1	212414081	0.37
chr1	212766188	0.26
chr1	212791988	0.98
chr1	212804594	0.58
chr1	212804595	0.58
chr1	213077818	1.0
chr1	213117412	0.0
chr1	213198660	0.12
chr1	213988484	0.79
chr1	215877882	0.99
chr1	215900754	0.83
chr1	216175483	0.96
chr1	216650972	1.0
chr1	216905564	0.66
chr1	217862857	0.99
chr1	219179398	0.31
chr1	219179427	0.3
chr1	219211490	0.99
chr1	220182352	0.32
chr1	220196400	0.97
chr1	220781934	0.54
chr1	222532113	0.61
chr1	222542157	0.99
chr1	222712943	0.95
chr1	222737323	0.76
chr1	223747166	1.0
chr1	223755478	0.94
chr1	223771926	1.0
chr1	224236584	0.98
chr1	224289483	1.0
chr1	224301773	0.41
chr1	224967584	0.99
chr1	224967678	0.09
chr1	225007546	0.77
chr1	225204275	0.76
chr1	225307460	1.0
chr1	225322662	0.99
chr1	225358653	0.99
chr1	225871073	0.97
chr1	225995384	0.94
chr1	226597401	0.0
chr1	226964998	0.99
chr1	227139744	1.0
chr1	227735731	0.11
chr1	227767084	0.99
chr1	228140364	0.45
chr1	228141122	0.19
chr1	228157738	0.98
chr1	228217289	0.99
chr1	228268529	0.85
chr1	228274570	0.99
chr1	228276717	0.99
chr1	228282207	0.78
chr1	228283285	0.99
chr1	228283501	0.99
chr1	228288325	0.38
chr1	228288889	0.65
chr1	228293352	0.12
chr1	228370192	0.96
chr1	228374013	1.0
chr1	228374584	0.89
chr1	228377050	1.0
chr1	228415115	0.6
chr1	229542236	0.99
chr1	229558131	0.98
chr1	229643695	0.94
chr1	230664589	0.77
chr1	230691565	0.99
chr1	230755336	0.36
chr1	230759511	0.99
chr1	230762651	0.99
chr1	230790190	0.82
chr1	230790191	0.82
chr1	230791929	0.03
chr1	230795280	1.0
chr1	230997268	0.97
chr1	231227070	1.0
chr1	231239190	0.99
chr1	231721073	0.05
chr1	232443687	0.98
chr1	232950745	0.98
chr1	233001682	0.99
chr1	233057231	0.98
chr1	234425794	1.0
chr1	234433409	0.99
chr1	235489270	0.5
chr1	236017275	0.93
chr1	236029549	1.0
chr1	236205252	0.04
chr1	236541711	0.73
chr1	236544749	0.9
chr1	236862345	0.01
chr1	237491926	1.0
chr1	237674730	0.99
chr1	237707271	1.0
chr1	240334231	1.0
chr1	241315563	0.14
chr1	241548900	0.7
chr1	241549775	0.07
chr1	241723438	1.0
chr1	241796255	0.98
chr1	241885313	0.99
chr1	241998513	0.99
chr1	243164283	0.9
chr1	243305010	0.51
chr1	244051445	0.88
chr1	244490472	0.23
chr1	244835335	0.21
chr1	244836522	0.41
chr1	244855609	0.03
chr1	244970045	0.06
chr1	244970327	0.02
chr1	244970444	0.98
chr1	246634012	0.63
chr1	246634588	0.92
chr1	246744075	0.98
chr1	246843930	0.98
chr1	246853089	0.99
chr1	246867243	0.84
chr1	246899514	0.01
chr1	247157404	0.62
chr1	247159005	0.98
chr1	247329616	0.82
chr1	247423350	1.0
chr1	247538792	0.09
chr1	247556467	1.0
chr1	248820402	0.22
chr1	248825834	0.78
chr1	248844637	0.79
chr1	248845663	0.83
chr1	248855724	0.98
chr1	248858917	0.96
chr20	257837	0.98
chr20	278329	0.99
chr20	278431	0.99
chr20	283962	0.99
chr20	417620	0.04
chr20	1163184	0.99
chr20	1203653	0.96
chr20	1319660	0.99
chr20	2399739	0.57
chr20	2484658	0.42
chr20	2492826	0.99
chr20	2500654	0.64
chr20	2579228	0.99
chr20	2597150	0.98
chr20	2602112	0.67
chr20	2617070	0.65
chr20	2624398	0.86
chr20	2755625	
chr20	2758908	0.95
chr20	2796652	0.99
chr20	2815150	0.91
chr20	2839084	
chr20	3326285	0.9
chr20	3582133	0.98
chr20	3671580	1.0
chr20	3673353	0.99
chr20	3674286	1.0
chr20	3679490	0.95
chr20	3706345	0.98
chr20	3755609	0.08
chr20	3758680	1.0
chr20	3779354	1.0
chr20	3865681	0.78
chr20	4822405	0.98
chr20	5109446	0.98
chr20	5111607	0.32
chr20	5112742	0.81
chr20	5958527	1.0
chr20	5958727	1.0
chr20	5972727	0.66
chr20	7906153	0.99
chr20	10038255	0.94
chr20	10275427	1.0
chr20	10649109	0.0
chr20	13270503	1.0
chr20	13638893	0.99
chr20	13859260	0.98
chr20	13887851	0.98
chr20	13919125	0.76
chr20	13956133	0.99
chr20	14337403	0.0
chr20	15987160	0.99
chr20	16049829	0.99
chr20	16371664	1.0
chr20	16374256	0.88
chr20	16429984	1.0
chr20	16526091	0.99
chr20	16730066	0.91
chr20	16751093	0.97
chr20	17620809	0.13
chr20	17968699	0.75
chr20	17969142	0.85
chr20	18138445	0.26
chr20	18161818	0.86
chr20	18305006	0.52
chr20	18305007	0.52
chr20	18306748	0.2
chr20	18412855	0.95
chr20	18433766	0.76
chr20	18465380	0.62
chr20	18466861	0.43
chr20	18468942	0.97
chr20	19698681	1.0
chr20	20052290	0.38
chr20	20056797	0.71
chr20	23397201	0.31
chr20	23443932	0.92
chr20	23444046	0.81
chr20	23566088	0.91
chr20	23749130	1.0
chr20	23825209	0.99
chr20	23986075	0.99
chr20	25032367	0.01
chr20	25195868	0.99
chr20	25210001	0.76
chr20	25280948	1.0
chr20	25390511	0.99
chr20	25462382	0.92
chr20	25469990	1.0
chr20	25470096	0.97
chr20	25489873	0.02
chr20	25491527	0.01
chr20	31308518	0.92
chr20	31554830	0.98
chr20	31606051	0.98
chr20	31644766	0.99
chr20	31819532	0.78
chr20	31832137	1.0
chr20	31862569	0.97
chr20	31908589	0.98
chr20	31933799	0.92
chr20	32029126	0.84
chr20	32210193	0.97
chr20	32793596	0.56
chr20	32906631	0.63
chr20	32909932	0.97
chr20	33011023	0.94
chr20	33031745	0.16
chr20	33035145	0.95
chr20	33038908	0.98
chr20	33055548	1.0
chr20	33055549	0.96
chr20	33059890	0.99
chr20	33068974	0.86
chr20	33069957	0.78
chr20	33071296	0.83
chr20	33072168	0.77
chr20	33083875	0.91
chr20	33090800	1.0
chr20	33223810	0.94
chr20	33224354	0.34
chr20	33225248	0.95
chr20	33239911	0.52
chr20	33241470	0.93
chr20	33243161	0.42
chr20	33302414	0.98
chr20	33306989	0.99
chr20	33677542	0.96
chr20	34417241	0.01
chr20	34540494	0.3
chr20	34746929	0.1
chr20	34954714	0.48
chr20	34995335	1.0
chr20	35236076	0.0
chr20	35631036	1.0
chr20	35707203	0.02
chr20	35980457	0.99
chr20	35995036	0.92
chr20	36011258	0.99
chr20	36656413	0.01
chr20	36773393	0.9
chr20	36892861	0.37
chr20	37035510	0.04
chr20	37241301	0.99
chr20	37298784	0.09
chr20	38019145	0.54
chr20	38223638	0.99
chr20	38231201	0.99
chr20	38309059	0.98
chr20	38326434	0.96
chr20	38360703	1.0
chr20	38366768	0.99
chr20	38369164	0.98
chr20	38639387	0.97
chr20	38767598	0.04
chr20	38972558	0.68
chr20	38972652	0.95
chr20	41174122	0.97
chr20	41174123	0.97
chr20	41238797	0.53
chr20	41352868	0.98
chr20	42780301	1.0
chr20	43530890	0.73
chr20	43572139	0.86
chr20	43686851	0.99
chr20	44206999	0.99
chr20	44500256	0.79
chr20	44629046	0.98
chr20	44771418	1.0
chr20	45100159	0.62
chr20	45208732	0.84
chr20	45293906	0.35
chr20	45300886	0.99
chr20	45374013	0.73
chr20	45406256	0.27
chr20	45553277	0.58
chr20	45608662	0.14
chr20	45614722	0.27
chr20	45631201	0.87
chr20	45648740	0.78
chr20	45686054	0.59
chr20	45686057	0.59
chr20	45702212	0.0
chr20	45704917	0.91
chr20	45775603	0.99
chr20	45899687	1.0
chr20	45950070	0.98
chr20	45957585	0.93
chr20	46009066	0.99
chr20	46128329	0.97
chr20	46512538	0.58
chr20	46989999	1.0
chr20	47001426	0.97
chr20	47212640	0.96
chr20	47785833	0.74
chr20	48734652	0.99
chr20	49158937	0.15
chr20	49159148	0.01
chr20	49166286	0.69
chr20	49275888	0.98
chr20	49514226	0.93
chr20	49845121	0.81
chr20	49913490	0.34
chr20	49913491	0.34
chr20	49949247	0.99
chr20	52164759	0.0
chr20	53185677	0.02
chr20	53593755	1.0
chr20	53975388	0.35
chr20	54162716	0.99
chr20	56412335	0.43
chr20	56517203	0.66
chr20	57333754	0.91
chr20	57334838	1.0
chr20	58155466	0.96
chr20	58693923	0.99
chr20	59032219	0.99
chr20	59036469	1.0
chr20	59914029	0.08
chr20	59968966	0.92
chr20	59971961	0.94
chr20	59985130	0.84
chr20	59988903	0.98
chr20	59992521	0.97
chr20	59994249	0.6
chr20	62154280	0.18
chr20	62256056	0.97
chr20	62310083	0.2
chr20	62337803	0.97
chr20	62338467	0.92
chr20	62412829	0.99
chr20	62416163	0.99
chr20	62821811	0.99
chr20	62836185	0.97
chr20	62926431	1.0
chr20	62956963	0.93
chr20	62956964	0.93
chr20	62967336	0.96
chr20	63249934	0.99
chr20	63308707	0.99
chr20	63309331	0.99
chr20	63319057	0.99
chr20	63325722	0.55
chr20	63329584	0.97
chr20	63330718	0.99
chr20	63355943	0.81
chr20	63355942	0.81
chr20	63488427	0.05
chr20	63534317	1.0
chr20	63541000	0.93
chr20	63560477	1.0
chr20	63707561	0.72
chr20	63709166	0.95
chr20	63789816	0.94
chr20	63944460	0.99
chr20	64083817	0.02
chr20	64267886	0.81
chr21	14166453	0.28
chr21	15014338	0.89
chr21	18294269	0.99
chr21	18343504	0.74
chr21	18372326	0.9
chr21	18383625	0.76
chr21	21210539	0.5
chr21	21508850	0.97
chr21	25734938	0.0
chr21	25734988	0.02
chr21	25735485	0.01
chr21	25735486	0.01
chr21	26566265	1.0
chr21	26572867	0.98
chr21	28946289	0.21
chr21	28986239	0.22
chr21	29073505	0.21
chr21	29091762	0.98
chr21	31461222	0.25
chr21	32291850	0.31
chr21	32299078	0.94
chr21	32345373	0.99
chr21	32585420	0.93
chr21	32737253	1.0
chr21	33467009	1.0
chr21	33579349	1.0
chr21	35048959	0.72
chr21	36043957	0.99
chr21	36045581	0.99
chr21	36053622	0.99
chr21	36948288	0.37
chr21	36966442	0.5
chr21	37072846	0.4
chr21	37094004	0.84
chr21	37478180	0.98
chr21	38257103	0.14
chr21	39380553	0.23
chr21	39380923	0.3
chr21	39646391	0.29
chr21	39788190	0.64
chr21	41439849	0.99
chr21	41878838	0.0
chr21	42071393	0.83
chr21	42076249	0.87
chr21	42109700	0.99
chr21	42115986	0.82
chr21	42121085	0.98
chr21	42137626	0.93
chr21	42137641	0.93
chr21	42383199	0.07
chr21	42413524	0.42
chr21	42772437	1.0
chr21	42843283	0.95
chr21	43656585	0.99
chr21	43658321	0.91
chr21	43774760	1.0
chr21	44134155	0.92
chr21	44258695	0.98
chr21	44260841	0.98
chr21	44288459	0.95
chr21	44289803	0.95
chr21	44338233	0.53
chr21	44440906	0.85
chr21	44509198	0.99
chr21	44788059	0.98
chr21	44801400	0.51
chr21	44813860	0.07
chr21	44899066	1.0
chr21	44900319	1.0
chr21	44940187	0.99
chr21	44973196	0.97
chr21	45180446	0.98
chr21	45476350	1.0
chr21	45492714	0.99
chr21	45496569	0.99
chr21	45497093	0.98
chr21	45505433	0.85
chr21	45914433	0.13
chr21	46119787	0.99
chr21	46121124	0.77
chr21	46136914	0.11
chr21	46161706	0.94
chr21	46182622	0.81
chr21	46286738	0.82
chr21	46287125	0.0
chr21	46323136	0.12
chr21	46334395	1.0
chr21	46567675	0.0
chr22	17188449	0.99
chr22	17739347	0.54
chr22	17773608	0.39
chr22	17887322	0.99
chr22	18110870	0.98
chr22	18528557	0.68
chr22	18528683	1.0
chr22	19149662	1.0
chr22	19176695	0.63
chr22	19721821	0.95
chr22	19962526	0.97
chr22	19964300	0.99
chr22	19973794	0.99
chr22	20116970	0.38
chr22	20976650	0.99
chr22	20976767	1.0
chr22	20982573	0.98
chr22	20983090	0.17
chr22	20992905	0.99
chr22	20995873	1.0
chr22	21023036	0.99
chr22	21032517	0.98
chr22	21052360	0.9
chr22	21215924	0.97
chr22	21686890	1.0
chr22	21764242	0.66
chr22	21769322	0.25
chr22	21788809	0.85
chr22	21971063	0.84
chr22	22888260	0.98
chr22	22888261	0.98
chr22	22893819	0.56
chr22	22893820	0.56
chr22	23158044	0.99
chr22	23624881	0.94
chr22	23625980	1.0
chr22	23753200	0.97
chr22	23766127	1.0
chr22	23884026	0.94
chr22	24226768	1.0
chr22	24233019	0.85
chr22	24502124	0.91
chr22	24520470	0.97
chr22	24523618	1.0
chr22	24728055	0.01
chr22	24728176	0.86
chr22	24734083	0.99
chr22	24774320	0.84
chr22	24855283	0.59
chr22	25203896	0.98
chr22	25357254	1.0
chr22	25359826	0.97
chr22	25760982	0.55
chr22	25770986	0.01
chr22	26623233	0.99
chr22	26628431	0.99
chr22	28725241	1.0
chr22	28797076	1.0
chr22	29059183	0.74
chr22	29215631	0.25
chr22	29683699	0.06
chr22	29754748	0.2
chr22	30022017	0.78
chr22	30080492	0.96
chr22	30121630	0.99
chr22	30468507	0.99
chr22	30470211	1.0
chr22	30503754	0.8
chr22	30525349	0.67
chr22	30542134	0.7
chr22	30662059	0.0
chr22	30664954	0.94
chr22	31531057	0.65
chr22	31578381	0.29
chr22	31792103	0.99
chr22	31945231	0.03
chr22	32068027	1.0
chr22	32150991	0.99
chr22	32218726	0.99
chr22	32235094	0.99
chr22	32432372	0.99
chr22	35067317	0.94
chr22	35082670	1.0
chr22	35720655	0.03
chr22	36149258	0.02
chr22	36239563	0.01
chr22	36257137	0.84
chr22	36481563	0.58
chr22	36507008	0.74
chr22	36991592	0.8
chr22	37001835	0.13
chr22	37003964	0.72
chr22	37027096	0.01
chr22	37027097	0.9
chr22	37061630	0.31
chr22	37068615	0.56
chr22	37480195	0.28
chr22	37641124	0.99
chr22	37641125	0.98
chr22	37701304	0.99
chr22	37713412	0.95
chr22	37813611	0.83
chr22	38082659	0.98
chr22	38097179	1.0
chr22	38112307	0.98
chr22	38169468	0.88
chr22	38474624	1.0
chr22	38479592	0.99
chr22	38538294	0.95
chr22	38597358	0.06
chr22	38628344	0.74
chr22	38638745	0.99
chr22	38639614	0.1
chr22	38984074	0.9
chr22	38984232	0.87
chr22	38986413	0.83
chr22	39031693	0.96
chr22	39240854	0.27
chr22	39660438	0.99
chr22	39663716	0.99
chr22	39663717	0.99
chr22	40407073	0.01
chr22	40794581	0.39
chr22	40799085	0.97
chr22	40827230	0.98
chr22	40860676	0.03
chr22	41523943	0.44
chr22	41529338	0.79
chr22	41544123	0.72
chr22	41544427	0.69
chr22	41544434	0.67
chr22	41745065	0.49
chr22	41758534	1.0
chr22	41763172	0.99
chr22	41784421	0.49
chr22	41800768	0.99
chr22	41939197	0.99
chr22	41945391	0.89
chr22	41987760	0.96
chr22	42067764	0.99
chr22	42070367	0.15
chr22	42077278	0.99
chr22	42082066	0.96
chr22	42128351	1.0
chr22	42128945	1.0
chr22	42129910	0.99
chr22	42514780	0.15
chr22	42560267	0.99
chr22	42572435	0.98
chr22	42572530	0.99
chr22	42602109	0.09
chr22	43218459	0.98
chr22	43530965	0.99
chr22	43809133	0.54
chr22	43880887	0.73
chr22	43884346	0.97
chr22	43887590	0.99
chr22	43927169	0.99
chr22	43946153	0.75
chr22	43973324	0.83
chr22	44024452	0.99
chr22	44131628	0.99
chr22	44140123	0.89
chr22	44198723	1.0
chr22	44752628	0.63
chr22	44862274	0.99
chr22	44885425	0.99
chr22	44933520	0.27
chr22	45164760	0.65
chr22	45289144	0.98
chr22	45309651	0.7
chr22	45309652	0.7
chr22	45322216	0.55
chr22	45550491	0.99
chr22	46268512	0.97
chr22	46363188	0.15
chr22	46687208	0.85
chr22	49818220	0.04
chr22	49818384	0.03
chr22	49909243	0.51
chr22	49918900	0.43
chr22	50061536	0.41
chr22	50258242	0.98
chr22	50267818	0.76
chr22	50456490	0.99
chr22	50467695	0.71
chr22	50481836	0.01
chr22	50489039	0.99
chr22	50503701	0.03
chr22	50504800	0.96
chr22	50504985	0.97
chr22	50505335	0.83
chr22	50522253	0.33
chr22	50529755	0.14
chr22	50530687	0.48
chr22	50627787	0.53
chr22	50697562	0.01
chr22	50697563	0.23
chr22	50776669	0.87
chr2	230045	0.97
chr2	247603	0.84
chr2	672863	0.98
chr2	3778886	0.76
chr2	6878147	0.99
chr2	6883533	0.97
chr2	8751645	0.01
chr2	8798302	0.02
chr2	9376995	0.98
chr2	9424961	0.37
chr2	9481449	0.64
chr2	10043759	0.98
chr2	10043889	0.34
chr2	10123058	0.97
chr2	10129040	1.0
chr2	10441724	1.0
chr2	10726501	0.98
chr2	10772541	1.0
chr2	11140550	0.95
chr2	11171923	0.78
chr2	11174966	0.8
chr2	11174967	0.8
chr2	11542818	0.14
chr2	11587380	0.15
chr2	11587381	0.15
chr2	11776084	0.47
chr2	11795406	0.98
chr2	14632938	0.87
chr2	15424469	0.78
chr2	15467805	1.0
chr2	15554060	1.0
chr2	17718075	1.0
chr2	19982536	0.01
chr2	20624731	0.98
chr2	20774809	1.0
chr2	24017589	0.97
chr2	24049775	0.2
chr2	24271765	0.88
chr2	24584561	1.0
chr2	24758157	1.0
chr2	24887090	0.18
chr2	25093002	1.0
chr2	25244654	1.0
chr2	25247160	1.0
chr2	25427650	0.74
chr2	25673384	0.95
chr2	25756116	0.99
chr2	26269952	0.92
chr2	26314624	0.95
chr2	26450086	0.99
chr2	26465671	0.94
chr2	26470592	1.0
chr2	26473568	0.99
chr2	26503847	0.97
chr2	26595174	0.96
chr2	26595318	0.95
chr2	26848499	0.43
chr2	27036486	0.99
chr2	27084012	0.97
chr2	27094935	0.99
chr2	27102359	0.98
chr2	27240957	0.86
chr2	27304958	0.99
chr2	27306338	0.99
chr2	27311897	0.94
chr2	27312590	0.87
chr2	27433248	0.97
chr2	27434468	0.04
chr2	27441182	0.0
chr2	27457638	1.0
chr2	27483377	0.98
chr2	27498324	0.97
chr2	27505716	0.97
chr2	27518938	0.98
chr2	27522458	0.89
chr2	27629171	0.97
chr2	27647944	1.0
chr2	28310080	0.72
chr2	28327448	0.42
chr2	28590077	0.99
chr2	28598003	0.71
chr2	28598004	0.71
chr2	28598761	0.87
chr2	28601333	0.93
chr2	28605852	0.7
chr2	28625109	0.95
chr2	28850327	0.0
chr2	28865121	0.29
chr2	30447405	0.55
chr2	30476637	0.73
chr2	30568177	1.0
chr2	30763158	0.98
chr2	30764131	0.99
chr2	31180935	0.06
chr2	31203140	0.98
chr2	31234849	1.0
chr2	31373872	1.0
chr2	32264737	0.64
chr2	32301497	0.99
chr2	32628135	0.29
chr2	33519951	0.02
chr2	36578867	0.99
chr2	36850999	1.0
chr2	37092140	0.28
chr2	37179585	0.97
chr2	37183423	0.5
chr2	37198492	0.44
chr2	37199820	0.98
chr2	37256661	0.97
chr2	37359859	0.86
chr2	37952202	0.04
chr2	38582169	0.05
chr2	38958200	0.0
chr2	38989315	0.89
chr2	39204526	0.61
chr2	43586701	0.99
chr2	43726271	0.94
chr2	43824434	0.06
chr2	43877560	0.97
chr2	43877689	0.96
chr2	44301129	0.24
chr2	44322730	1.0
chr2	45419896	0.99
chr2	47011330	1.0
chr2	48441012	0.84
chr2	48464990	0.95
chr2	48471369	0.05
chr2	48480018	0.98
chr2	48498737	0.99
chr2	48968697	0.92
chr2	48989055	0.69
chr2	50465441	0.99
chr2	50919272	0.03
chr2	53940002	0.01
chr2	54138637	1.0
chr2	54304686	0.9
chr2	54359075	0.99
chr2	54360201	0.87
chr2	54928515	1.0
chr2	54948881	0.97
chr2	55180508	0.98
chr2	55206377	0.21
chr2	55212672	0.98
chr2	55232710	0.74
chr2	55266519	0.44
chr2	55299838	0.96
chr2	55339650	0.02
chr2	58084139	0.0
chr2	60782684	1.0
chr2	60794709	0.98
chr2	60918297	0.0
chr2	61228721	0.04
chr2	61349249	0.99
chr2	63378385	0.97
chr2	63487446	0.96
chr2	64144079	0.99
chr2	68053060	0.58
chr2	68490263	0.98
chr2	68978870	0.98
chr2	69338566	1.0
chr2	70275512	1.0
chr2	70293289	0.01
chr2	70832899	1.0
chr2	70979861	0.0
chr2	70984251	0.0
chr2	71132897	0.78
chr2	71134106	0.99
chr2	71134798	1.0
chr2	71520209	0.32
chr2	71551040	1.0
chr2	71553805	1.0
chr2	71568339	0.97
chr2	72379728	1.0
chr2	73220784	0.01
chr2	73901274	0.98
chr2	74227516	0.71
chr2	74422933	0.99
chr2	74425238	1.0
chr2	74490024	0.95
chr2	74531566	0.68
chr2	74531855	1.0
chr2	74559697	0.44
chr2	74560150	0.99
chr2	74560292	0.99
chr2	74673455	0.74
chr2	74675635	0.98
chr2	75522364	0.97
chr2	75664784	0.0
chr2	75694240	1.0
chr2	84441046	0.98
chr2	84525739	0.99
chr2	84653876	0.4
chr2	84688438	0.98
chr2	84715629	0.0
chr2	84762946	1.0
chr2	84781654	0.98
chr2	84784811	0.85
chr2	84841859	0.99
chr2	85327915	0.9
chr2	85345974	0.99
chr2	85350039	0.93
chr2	85351864	0.99
chr2	85354830	0.99
chr2	85368684	0.98
chr2	85371210	0.97
chr2	85377475	1.0
chr2	85389750	0.92
chr2	85401164	1.0
chr2	85436810	0.33
chr2	85596932	0.87
chr2	85649016	0.62
chr2	85694998	0.0
chr2	85696058	0.97
chr2	85844556	0.76
chr2	85867604	0.02
chr2	86108499	0.98
chr2	86134291	0.89
chr2	86441489	0.53
chr2	86477875	1.0
chr2	86485728	1.0
chr2	86788562	0.99
chr2	86801510	0.82
chr2	86822320	0.44
chr2	86974071	0.99
chr2	88124493	0.98
chr2	88179015	0.95
chr2	88183075	1.0
chr2	88729338	0.98
chr2	88734617	0.96
chr2	95152771	0.97
chr2	95275928	0.99
chr2	95279998	0.99
chr2	95281924	1.0
chr2	96022277	0.97
chr2	96024188	0.99
chr2	96137573	0.87
chr2	96193241	0.98
chr2	96326309	0.01
chr2	96601642	1.0
chr2	96689377	0.99
chr2	96690590	0.98
chr2	96737948	0.92
chr2	96840914	0.99
chr2	97118062	1.0
chr2	97122995	0.95
chr2	97146484	0.62
chr2	97151878	1.0
chr2	97151940	1.0
chr2	97151941	1.0
chr2	97154673	1.0
chr2	97158168	0.74
chr2	97164281	0.64
chr2	97164282	0.64
chr2	97164470	0.28
chr2	97179736	0.97
chr2	97179934	0.92
chr2	97179935	0.92
chr2	97194844	0.94
chr2	97204189	0.89
chr2	97206061	0.86
chr2	97215299	0.98
chr2	97219247	0.99
chr2	98377801	1.0
chr2	98445087	0.92
chr2	98610773	0.95
chr2	98616347	0.76
chr2	99170654	0.0
chr2	99181251	0.15
chr2	99245261	0.0
chr2	99321954	0.31
chr2	99368593	0.86
chr2	99489815	0.99
chr2	99554536	0.97
chr2	100397907	0.86
chr2	100415112	0.99
chr2	100417373	0.98
chr2	100477268	0.93
chr2	101011449	0.33
chr2	101028434	0.89
chr2	101410714	0.57
chr2	101422474	0.48
chr2	102212176	0.16
chr2	106457124	0.99
chr2	107838810	1.0
chr2	107854555	0.99
chr2	107859378	0.96
chr2	107861192	0.98
chr2	107870704	1.0
chr2	107880108	0.99
chr2	108006048	0.57
chr2	108298662	0.06
chr2	108383512	0.95
chr2	108659765	0.99
chr2	109545459	0.55
chr2	109545544	0.87
chr2	109593046	0.98
chr2	110125188	0.09
chr2	110160126	0.99
chr2	110768465	1.0
chr2	111049217	0.97
chr2	111145948	0.01
chr2	111161417	0.25
chr2	112091784	0.02
chr2	112095207	
chr2	112095226	0.2
chr2	112485996	0.98
chr2	112573816	1.0
chr2	112726677	0.88
chr2	112742771	0.0
chr2	113006738	0.98
chr2	113031767	0.26
chr2	113439019	0.62
chr2	113643188	0.27
chr2	117995445	1.0
chr2	118091625	0.0
chr2	119263055	0.99
chr2	119560027	1.0
chr2	119679277	0.9
chr2	120013682	0.55
chr2	127052254	0.99
chr2	127199375	0.98
chr2	127289502	0.99
chr2	127426228	0.91
chr2	127610018	0.84
chr2	127612475	1.0
chr2	127640320	0.99
chr2	127646245	0.0
chr2	127648036	0.29
chr2	130077080	0.98
chr2	130077202	0.93
chr2	130173658	0.96
chr2	130488030	0.71
chr2	130488199	1.0
chr2	130490742	0.87
chr2	130500644	0.99
chr2	130620043	0.99
chr2	130629947	0.89
chr2	131093213	0.99
chr2	131140166	0.99
chr2	131238192	0.85
chr2	131529646	0.93
chr2	132148229	0.96
chr2	132157308	0.86
chr2	133568215	0.96
chr2	134991536	0.75
chr2	135000016	0.82
chr2	135207432	0.4
chr2	135227811	1.0
chr2	135265533	1.0
chr2	135265688	1.0
chr2	135353448	1.0
chr2	137242573	0.98
chr2	137272664	0.2
chr2	138564851	1.0
chr2	140517012	0.48
chr2	140868264	0.94
chr2	142985184	0.98
chr2	143155657	0.93
