MIM Number	Approved Gene Symbol	Phenotypes
600611	FKBP4	
617421	ITFG2	
602341	FOXM1	
614085	RHNO1	
604730	TULP3	Hepatorenocardiac degenerative fibrosis, 619902 (3), Autosomal recessive
601714	TEAD4	
613137	TSPAN9	
610086	PRMT8	
614178	CRACR2A	
616706	PARP11	
123833	CCND2	Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 3, 615938 (3), Autosomal dominant
610775	TIGAR	
605380	FGF23	Tumoral calcinosis, hyperphosphatemic, familial, 2, 617993 (3), Autosomal recessive; Hypophosphatemic rickets, autosomal dominant, 193100 (3), Autosomal dominant
134921	FGF6	
616082	FERRY3	Intellectual developmental disorder, autosomal recessive 66, 618221 (3), Autosomal recessive
603070	RAD51AP1	
609181	DYRK4	
604689	AKAP3	Spermatogenic failure 82, 620353 (3), Autosomal recessive
603834	NDUFA9	Mitochondrial complex I deficiency, nuclear type 26, 618247 (3), Autosomal recessive
606250	GALNT8	
176257	KCNA6	
176260	KCNA1	Episodic ataxia/myokymia syndrome, 160120 (3), Autosomal dominant
176267	KCNA5	Atrial fibrillation, familial, 7, 612240 (3), Autosomal dominant
162660	NTF3	
610109	ANO2	
613160	VWF	von Willebrand disease, type 1, 193400 (3), Autosomal dominant; von Willebrand disease, types 2A, 2B, 2M, and 2N, 613554 (3), Autosomal dominant, Autosomal recessive; von Willebrand disease, type 3, 277480 (3), Autosomal recessive
143030	CD9	
611743	PLEKHG6	
191190	TNFRSF1A	{Multiple sclerosis, susceptibility to, 5}, 614810 (3); Periodic fever, familial, 142680 (3), Autosomal dominant
600228	SCNN1A	Pseudohypoaldosteronism, type IB1, autosomal recessive, 264350 (3), Autosomal recessive; ?Liddle syndrome 3, 618126 (3), Autosomal dominant; Bronchiectasis with or without elevated sweat chloride 2, 613021 (3), Autosomal dominant
600979	LTBR	
186711	CD27	Lymphoproliferative syndrome 2, 615122 (3), Autosomal recessive
607081	TAPBPL	
185880	VAMP1	Myasthenic syndrome, congenital, 25, 618323 (3), Autosomal recessive; Spastic ataxia 1, autosomal dominant, 108600 (3), Autosomal dominant
611855	MRPL51	
615638	NCAPD2	?Microcephaly 21, primary, autosomal recessive, 617983 (3), Autosomal recessive
615639	SCARNA10	
138400	GAPDH	
610495	IFFO1	
164031	NOP2	
603277	CHD4	Sifrim-Hitz-Weiss syndrome, 617159 (3), Autosomal dominant
606926	LPAR5	
608352	ACRBP	
608524	ING4	
609951	ZNF384	
616065	PIANP	
616009	COPS7A	
601401	MLF2	
168440	PTMS	
153337	LAG3	
186940	CD4	Immunodeficiency 79, 619238 (3), Autosomal recessive; OKT4 epitope deficiency, 613949 (3)
610342	P3H3	
139130	GNB3	Night blindness, congenital stationary, type 1H, 617024 (3), Autosomal recessive; {Hypertension, essential, susceptibility to}, 145500 (3), Multifactorial
607749	CDCA3	
601447	USP5	
190450	TPI1	Hemolytic anemia due to triosephosphate isomerase deficiency, 615512 (3), Autosomal recessive
611658	SPSB2	
620708	LRRC23	Spermatogenic failure 92, 620848 (3), Autosomal recessive
131360	ENO2	
607462	ATN1	Dentatorubral-pallidoluysian atrophy, 125370 (3), Autosomal dominant; Congenital hypotonia, epilepsy, developmental delay, and digital anomalies, 618494 (3), Autosomal dominant
615140	C12orf57	Temtamy syndrome, 218340 (3), Autosomal recessive
617876	RNU7-1	Aicardi-Goutieres syndrome 9, 619487 (3), Autosomal recessive
176883	PTPN6	
612092	MIR200C	
612093	MIR141	
610704	PHB2	
615642	SCARNA12	
611531	EMG1	Bowen-Conradi syndrome, 211180 (3), Autosomal recessive
611950	LPCAT3	
120580	C1S	C1s deficiency, 613783 (3); Ehlers-Danlos syndrome, periodontal type, 2, 617174 (3), Autosomal dominant
613785	C1R	Ehlers-Danlos syndrome, periodontal type, 1, 130080 (3), Autosomal dominant
608974	C1RL	
611866	RBP5	
611324	CLSTN3	
600414	PEX5	Peroxisome biogenesis disorder 2B, 202370 (3), Autosomal recessive; Peroxisome biogenesis disorder 2A (Zellweger), 214110 (3), Autosomal recessive; Rhizomelic chondrodysplasia punctata, type 5, 616716 (3), Autosomal recessive
614360	ACSM4	
606079	CD163L1	
605545	CD163	
600130	APOBEC1	
606522	GDF3	Klippel-Feil syndrome 3, autosomal dominant, 613702 (3); Microphthalmia, isolated, with coloboma 6, 613703 (3), Autosomal dominant; Microphthalmia, isolated 7, 613704 (3), Autosomal dominant
608408	DPPA3	
606677	CLEC4C	
620692	NANOGNB	
607937	NANOG	
611039	SLC2A14	
138170	SLC2A3	
619162	FOXJ2	
605246	C3AR1	
611623	NECAP1	Developmental and epileptic encephalopathy 21, 615833 (3), Autosomal recessive
605306	CLEC4A	
613041	FAM90A1	
613579	CLEC6A	
609964	CLEC4D	
609962	CLEC4E	
605257	AICDA	Immunodeficiency with hyper-IgM, type 2, 605258 (3), Autosomal recessive
601103	MFAP5	Aortic aneurysm, familial thoracic 9, 616166 (3), Autosomal dominant
614054	RIMKLB	
610627	A2ML1	{Otitis media, susceptibility to}, 166760 (3), Autosomal dominant
602978	PHC1	?Microcephaly 11, primary, autosomal recessive, 615414 (3), Autosomal recessive
154540	M6PR	
604874	KLRG1	
103950	A2M	
176420	PZP	
602890	KLRB1	
605659	CLEC2D	
607467	CLECL1P	
107273	CD69	
605029	KLRF1	
603242	CLEC2B	
612087	CLEC2A	
618814	KLRF2	
612088	CLEC12A	
606783	CLEC1B	
610143		Deafness, autosomal recessive 62, 610143 (2), Autosomal recessive
601458		{Inflammatory bowel disease 2}, 601458 (2)
168710		
613967	TAS2R45	
617573	CLEC12B	
612252	CLEC9A	
606782	CLEC1A	{Aspergillosis, susceptibility to}, 614079 (3)
606264	CLEC7A	Candidiasis, familial, 4, autosomal recessive, 613108 (3), Autosomal recessive; {Aspergillosis, susceptibility to}, 614079 (3)
602601	OLR1	{Myocardial infarction, susceptibility to}, 608446 (3)
607420	GABARAPL1	
602894	KLRD1	
611817	KLRK1	
602893	KLRC4	
602892	KLRC3	
602891	KLRC2	
161555	KLRC1	
604274	KLRA1P	
619552	MAGOHB	
611433	STYK1	
603437	YBX3	
604793	TAS2R7	
604794	TAS2R8	
604795	TAS2R9	
604791	TAS2R10	
605359	PRR4	
168730	PRH1	
604792	TAS2R13	
168790	PRH2	
604790	TAS2R14	
609627	TAS2R50	
613962	TAS2R20	
613961	TAS2R19	
612669	TAS2R31	
612774	TAS2R46	
612668	TAS2R43	
613963	TAS2R30	
613966	TAS2R42	
168840	PRB3	
180990	PRB4	
180989	PRB1	
168810	PRB2	
600618	ETV6	Thrombocytopenia 5, 616216 (3), Autosomal dominant; Leukemia, acute myeloid, somatic, 601626 (3)
606126	BCL2L14	
603507	LRP6	{Coronary artery disease, autosomal dominant, 2}, 610947 (3), Autosomal dominant; Tooth agenesis, selective, 7, 616724 (3), Autosomal dominant
616598	BORCS5	
607175	DUSP16	
603476	CREBL2	
602927	GPR19	
600778	CDKN1B	Multiple endocrine neoplasia, type IV, 610755 (3), Autosomal dominant
612456	APOLD1	?Bleeding disorder, vascular-type, 620715 (3), Autosomal dominant
615428	DDX47	
604138	GPRC5A	
607437	GPRC5D	
605826	HEBP1	
617838	FAM234B	
602333	EMP1	
138252	GRIN2B	Developmental and epileptic encephalopathy 27, 616139 (3), Autosomal dominant; Intellectual developmental disorder, autosomal dominant 6, with or without seizures, 613970 (3), Autosomal dominant
139180	GNAI2P1	
613644	ATF7IP	
618486	PLBD1	
601330	GUCY2C	Diarrhea 6, 614616 (3), Autosomal dominant; Meconium ileus, 614665 (3), Autosomal recessive
615069	H4C16	
618083	WBP11	Vertebral, cardiac, tracheoesophageal, renal, and limb defects, 619227 (3), Autosomal dominant
110600	ART4	[Blood group, Dombrock], 616060 (3)
154870	MGP	Keutel syndrome, 245150 (3), Autosomal recessive
610642	ERP27	
602843	ARHGDIB	
601190	PDE6H	Retinal cone dystrophy 3, 610024 (3), Autosomal dominant, Autosomal recessive; Achromatopsia 6, 610024 (3), Autosomal dominant, Autosomal recessive
612664	RERG	
600579	PTPRO	Nephrotic syndrome, type 6, 614196 (3), Autosomal recessive
600206	EPS8	?Deafness, autosomal recessive 102, 615974 (3), Autosomal recessive
605986	STRAP	
619668	DERA	
620324	SLC15A5	
180386	LMO3	
138330	MGST1	
601435	SKP1P2	
609001	PIK3C2G	
608075	PLCZ1	Spermatogenic failure 17, 617214 (3), Autosomal recessive
608722	CAPZA3	
607770	PLEKHA5	
617934	AEBP2	
608742		{Hypertension, essential, susceptibility to, 4}, 145500 (2), Multifactorial
619875	SLCO1B7	
123805	PDE3A	Hypertension and brachydactyly syndrome, 112410 (3), Autosomal dominant
613389	SLCO1C1	
605495	SLCO1B3	Hyperbilirubinemia, Rotor type, digenic, 237450 (3), Digenic recessive
604843	SLCO1B1	Hyperbilirubinemia, Rotor type, digenic, 237450 (3), Digenic recessive
602883	SLCO1A2	
147940	IAPP	
617220	PYROXD1	Myopathy, myofibrillar, 8, 617258 (3), Autosomal recessive
600537	RECQL	RECON progeroid syndrome, 620370 (3), Autosomal recessive
615078	GOLT1B	
619246	SPX	
138571	GYS2	Glycogen storage disease 0, liver, 240600 (3), Autosomal recessive
150100	LDHB	[Lactate dehydrogenase-B deficiency], 614128 (3)
600935	KCNJ8	
601439	ABCC9	Cardiomyopathy, dilated, 1O, 608569 (3), Autosomal dominant; Hypertrichotic osteochondrodysplasia (Cantu syndrome), 239850 (3), Autosomal dominant; ?Atrial fibrillation, familial, 12, 614050 (3), Autosomal dominant; Intellectual disability and myopathy syndrome, 619719 (3), Autosomal recessive
603316	CMAS	
601123	ST8SIA1	
618044	C2CD5	
609858	ETNK1	
604975	SOX5	Lamb-Shaffer syndrome, 616803 (3), Autosomal dominant
113520	BCAT1	
609860	DAD1P1	
602003	IRAG2	
616906	DNAI7	
190070	KRAS	Gastric cancer, somatic, 613659 (3); Oculoectodermal syndrome, somatic, 600268 (3); Breast cancer, somatic, 114480 (3); Noonan syndrome 3, 609942 (3), Autosomal dominant; RAS-associated autoimmune leukoproliferative disorder, 614470 (3), Autosomal dominant; Arteriovenous malformation of the brain, somatic, 108010 (3); Lung cancer, somatic, 211980 (3); Pancreatic carcinoma, somatic, 260350 (3); Leukemia, acute myeloid, somatic, 601626 (3); Schimmelpenning-Feuerstein-Mims syndrome, somatic mosaic, 163200 (3); Cardiofaciocutaneous syndrome 2, 615278 (3), Autosomal dominant; Bladder cancer, somatic, 109800 (3)
617254	LMNTD1	
608231	RASSF8	
606200	BHLHE41	[Short sleep, familial natural, 1], 612975 (3), Autosomal dominant
601599	SSPN	
602096		Alzheimer disease-5, 602096 (2), Autosomal dominant
615022		Ichthyosis, congenital, autosomal recessive 7, 615022 (2), Autosomal recessive
606257		{Stature QTL 3}, 606257 (2)
615390		Vesicoureteral reflux 7, 615390 (2)
600144	ITPR2	?Anhidrosis, isolated, with normal sweat glands, 106190 (3), Autosomal recessive
615079	INTS13	
608858	FGFR1OP2	
605181	TM7SF3	
603800	MED21	
615836	STK38L	
614517	BMAL2	
603141	PPFIBP1	Neurodevelopmental disorder with seizures, microcephaly, and brain abnormalities, 620024 (3), Autosomal recessive
610848	REP15	
611995	MRPS35	
618919	KLHL42	
168470	PTHLH	Brachydactyly, type E2, 613382 (3), Autosomal dominant
617366	CCDC91	
616156	FAR2	
612236	ERGIC2	
615855	TMTC1	
605600	IPO8	VISS syndrome, 619472 (3), Autosomal recessive
610375	CAPRIN2	
620799	LINC00941	
601150	DDX11	Warsaw breakage syndrome, 613398 (3), Autosomal recessive
615027	SINHCAF	
617279	DENND5B	
615256	ETFBKMT	
620564	AMN1	
616134	H3-5	
615621	RESF1	
602204	BICD1	
611104	FGD4	Charcot-Marie-Tooth disease, type 4H, 609311 (3), Autosomal recessive
603850	DNM1L	Optic atrophy 5, 610708 (3), Autosomal dominant; Encephalopathy, lethal, due to defective mitochondrial peroxisomal fission 1, 614388 (3), Autosomal dominant, Autosomal recessive
610957	YARS2	Myopathy, lactic acidosis, and sideroblastic anemia 2, 613561 (3), Autosomal recessive
602861	PKP2	Arrhythmogenic right ventricular dysplasia 9, 609040 (3), Autosomal dominant
618355	ALG10	
179010		Pyloric stenosis, infantile hypertrophic 1, 179010 (2), Autosomal dominant, Multifactorial
102300		{Restless legs syndrome 1}, 102300 (2), Autosomal dominant
603313	ALG10B	{Long QT syndrome, acquired, reduced susceptibility to}, 613688 (3), Autosomal dominant
608283	KIF21A	Fibrosis of extraocular muscles, congenital, 3B, 135700 (3), Autosomal dominant; Fibrosis of extraocular muscles, congenital, 1, 135700 (3), Autosomal dominant
601081	ABCD2	
620495	REDIC1	
611036	SLC2A13	
609007	LRRK2	{Parkinson disease 8}, 607060 (3), Autosomal dominant
612170	MUC19	
600016	CNTN1	Congenital myopathy 12, 612540 (3), Autosomal recessive
609730	PDZRN4	
613321	GXYLT1	
607534	YAF2	
610750	ZCRB1	
608150	PPHLN1	
608500	PRICKLE1	Epilepsy, progressive myoclonic 1B, 612437 (3), Autosomal recessive
611681	ADAMTS20	
606883	IRAK4	Immunodeficiency 67, 607676 (3), Autosomal recessive
610932	TWF1	
602320	NELL2	
620706	DBX2	
608663	ANO6	Scott syndrome, 262890 (3), Autosomal recessive
609539	ARID2	Coffin-Siris syndrome 6, 617808 (3), Autosomal dominant
603668	SCAF11	
613061		{Basal cell carcinoma, susceptibility to, 4}, 613061 (2)
616182		{Chronic mountain sickness, susceptibility to}, 616182 (2)
607841		Deafness, autosomal dominant 48, 607841 (2), Autosomal dominant
600808		Enuresis, nocturnal, 2, 600808 (2), Autosomal dominant
167960	HPV18I2	
614346		Intellectual developmental disorder, autosomal recessive 25, 614346 (2), Autosomal recessive
613488		Myxoid liposarcoma, 613488 (4)
184100		Spondyloepiphyseal dysplasia tarda, autosomal dominant, 184100 (2), Autosomal dominant
608490	SLC38A1	
605180	SLC38A2	
608065	SLC38A4	
615690	AMIGO2	
611477	RPAP3	
606720	ENDOU	
612187	SLC48A1	
606057	RAPGEF3	
606542	HDAC7	
601769	VDR	Rickets, vitamin D-resistant, type IIA, 277440 (3), Autosomal recessive
120140	COL2A1	?Vitreoretinopathy with phalangeal epiphyseal dysplasia, 619248 (3), Autosomal dominant; Czech dysplasia, 609162 (3), Autosomal dominant; Achondrogenesis, type II or hypochondrogenesis, 200610 (3), Autosomal dominant; Spondyloperipheral dysplasia, 271700 (3), Autosomal dominant; SMED Strudwick type, 184250 (3), Autosomal dominant; ?Epiphyseal dysplasia, multiple, with myopia and deafness, 132450 (3), Autosomal dominant; SED congenita, 183900 (3), Autosomal dominant; Kniest dysplasia, 156550 (3), Autosomal dominant; Stickler syndrome, type I, nonsyndromic ocular, 609508 (3), Autosomal dominant; Osteoarthritis with mild chondrodysplasia, 604864 (3), Autosomal dominant; Stickler syndrome, type I, 108300 (3), Autosomal dominant; Platyspondylic skeletal dysplasia, Torrance type, 151210 (3), Autosomal dominant; Spondyloepiphyseal dysplasia, Stanescu type, 616583 (3), Autosomal dominant; Avascular necrosis of the femoral head, 608805 (3), Autosomal dominant; Legg-Calve-Perthes disease, 150600 (3), Autosomal dominant
612157	SENP1	
610681	PFKM	Glycogen storage disease VII, 232800 (3), Autosomal recessive
615053	ASB8	
618565	H1-7	
613906	ZNF641	
606878	ANP32D	
149750	LALBA	
615488	KANSL2	
615487	SNORA2C	
143055	CCNT1	
600294	ADCY6	Lethal congenital contracture syndrome 8, 616287 (3), Autosomal recessive
601958	CACNB3	
612172	DDX23	
609038	RND1	
611088	CCDC65	Ciliary dyskinesia, primary, 27, 615504 (3), Autosomal recessive
610571	FKBP11	
103190	ARF3	
601906	WNT10B	Tooth agenesis, selective, 8, 617073 (3), Autosomal dominant; Split-hand/foot malformation 6, 225300 (3), Autosomal recessive
164820	WNT1	{Osteoporosis, early-onset, susceptibility to, autosomal dominant}, 615221 (3), Autosomal dominant; Osteogenesis imperfecta, type XV, 615220 (3), Autosomal recessive
610588	DDN	
602742	PRKAG1	
602113	KMT2D	Branchial arch abnormalities, choanal atresia, athelia, hearing loss, and hypothyroidism syndrome, 620186 (3), Autosomal dominant; Kabuki syndrome 1, 147920 (3), Autosomal dominant
618956	RHEBL1	
605423	DHH	46XY gonadal dysgenesis with minifascicular neuropathy, 607080 (3), Autosomal recessive; 46XY sex reversal 7, 233420 (3), Autosomal recessive
610007	LMBR1L	
602530	TUBA1B	
602529	TUBA1A	Lissencephaly 3, 611603 (3), Autosomal dominant
170710	PRPH	{Amyotrophic lateral sclerosis, susceptibility to}, 105400 (3), Autosomal dominant, Autosomal recessive
603872	TROAP	
615229	C1QL4	
611667	SPATS2	
604527	KCNH3	
609504	MCRS1	
616288	FMNL3	
600748	TMBIM6	
615104	NCKAP5L	
619601	BCDIN3D	
604306	FAIM2	
107777	AQP2	Diabetes insipidus, nephrogenic, 2, 125800 (3), Autosomal dominant, Autosomal recessive
600442	AQP5	Palmoplantar keratoderma, Bothnian type, 600231 (3), Autosomal dominant
601383	AQP6	
604980	RACGAP1	Anemia, congenital dyserythropoietic, type IIIb, autosomal recessive, 619789 (3), Autosomal recessive
602866	ASIC1	
601735	SMARCD1	Coffin-Siris syndrome 11, 618779 (3), Autosomal dominant
138420	GPD1	Hypertriglyceridemia, transient infantile, 614480 (3), Autosomal recessive
614478	COX14	?Mitochondrial complex IV deficiency, nuclear type 10, 619053 (3), Autosomal recessive
615335	CERS5	
608364	LIMA1	[Low density lipoprotein cholesterol level QTL 8], 618079 (3)
618657	LARP4	
611379	DIP2B	Intellectual developmental disorder, autosomal dominant, FRA12A type, 136630 (3), Autosomal dominant
123803	ATF1	
618338	TMT1A	
620803	HIGD1C	
600523	SLC11A2	Anemia, hypochromic microcytic, with iron overload 1, 206100 (3), Autosomal recessive
619070	LETMD1	
620404	CSRNP2	
189889	TFCP2	
618043	POU6F1	
607431	DAZAP2	
605936	BIN2	
130120	CELA1	
605148	GALNT6	
605024	SLC4A8	
600702	SCN8A	?Myoclonus, familial, 2, 618364 (3), Autosomal dominant; Seizures, benign familial infantile, 5, 617080 (3), Autosomal dominant; Cognitive impairment with or without cerebellar ataxia, 614306 (3), Autosomal dominant; Developmental and epileptic encephalopathy 13, 614558 (3), Autosomal dominant
620503	FIGNL2	
620857	ANKRD33	
601284	ACVRL1	Telangiectasia, hereditary hemorrhagic, type 2, 600376 (3), Autosomal dominant
601300	ACVR1B	Pancreatic cancer, somatic, 260350 (3)
612027	TAMALIN	
139139	NR4A1	
615089	ATG101	
611161	KRT80	
148059	KRT7	
601928	KRT86	Monilethrix, 158000 (3), Autosomal dominant
602153	KRT81	Monilethrix, 158000 (3), Autosomal dominant
602765	KRT83	Monilethrix, 158000 (3), Autosomal dominant; Erythrokeratodermia variabilis et progressiva 5, 617756 (3), Autosomal recessive
602767	KRT85	Ectodermal dysplasia 4, hair/nail type, 602032 (3), Autosomal recessive
602766	KRT84	
601078	KRT82	
609025	KRT75	{Pseudofolliculitis barbae, susceptibility to}, 612318 (3)
148042	KRT6B	Pachyonychia congenita 4, 615728 (3), Autosomal dominant
612315	KRT6C	Palmoplantar keratoderma, nonepidermolytic, focal or diffuse, 615735 (3), Autosomal dominant
148041	KRT6A	Pachyonychia congenita 3, 615726 (3), Autosomal dominant
148040	KRT5	Epidermolysis bullosa simplex 2A, generalized severe, 619555 (3), Autosomal dominant; Dowling-Degos disease 1, 179850 (3), Autosomal dominant; Epidermolysis bullosa simplex 2F, with mottled pigmentation, 131960 (3), Autosomal dominant; Epidermolysis bullosa simplex 2D, generalized, intermediate or severe, autosomal recessive, 619599 (3), Autosomal recessive; Epidermolysis bullosa simplex 2B, generalized intermediate, 619588 (3), Autosomal dominant; Epidermolysis bullosa simplex 2C, localized, 619594 (3), Autosomal dominant; Epidermolysis bullosa simplex 2E, with migratory circinate erythema, 609352 (3), Autosomal dominant
608245	KRT71	?Hypotrichosis 13, 615896 (3), Autosomal dominant
608248	KRT74	Woolly hair, autosomal dominant, 194300 (3), Autosomal dominant; ?Hypotrichosis 3, 613981 (3), Autosomal dominant; ?Ectodermal dysplasia 7, hair/nail type, 614929 (3), Autosomal recessive
608246	KRT72	
608247	KRT73	
600194	KRT2	Ichthyosis bullosa of Siemens, 146800 (3), Autosomal dominant
139350	KRT1	Ichthyosis, annular epidermolytic 2, 620148 (3), Autosomal dominant; Palmoplantar keratoderma, nonepidermolytic, 600962 (3), Autosomal dominant; Epidermolytic hyperkeratosis 1, 113800 (3), Autosomal dominant; Palmoplantar keratoderma, epidermolytic, 2, 620411 (3), Autosomal dominant; Keratosis palmoplantaris striata III, 607654 (3); Ichthyosis histrix, Curth-Macklin type, 146590 (3), Autosomal dominant
611158	KRT77	
616671	KRT76	
148043	KRT3	Meesmann corneal dystrophy 2, 618767 (3), Autosomal dominant
123940	KRT4	White sponge nevus 1, 193900 (3), Autosomal dominant
611160	KRT79	
611159	KRT78	
148060	KRT8	
148070	KRT18	Cirrhosis, cryptogenic, 215600 (3), Autosomal recessive; {Cirrhosis, noncryptogenic, susceptibility to}, 215600 (3), Autosomal recessive
603928	EIF4B	
607717	TNS2	
146735	IGFBP6	
601311	SOAT2	
616569	CSAD	
147559	ITGB7	
180190	RARG	
620345	MFSD5	
604143	ESPL1	
604899	PFDN5	
611366	MYG1	
605378	AAAS	Achalasia-addisonianism-alacrimia syndrome, 231550 (3), Autosomal recessive
606633	SP7	Osteogenesis imperfecta, type XII, 613849 (3), Autosomal recessive
189906	SP1	
600956	AMHR2	Persistent Mullerian duct syndrome, type II, 261550 (3), Autosomal recessive
610459	PRR13	
601210	PCBP2	
600447	MAP3K12	
605053	TARBP2	
604643	NPFF	
606371	ATF7	
603193	ATP5MC2	
142976	HOXC13	Ectodermal dysplasia 9, hair/nail type, 614931 (3), Autosomal recessive
142975	HOXC12	
611400	HOTAIR	
605559	HOXC11	
605560	HOXC10	
609687	MIR196A2	
142971	HOXC9	
142970	HOXC8	
142974	HOXC4	
142973	HOXC5	
142972	HOXC6	
620723	LINC02381	
607753	SMUG1	
604478	CBX5	
164017	HNRNPA1	?Inclusion body myopathy with early-onset Paget disease without frontotemporal dementia 3, 615424 (3), Autosomal dominant; ?Myopathy, distal, 3, 610099 (3), Autosomal dominant; Amyotrophic lateral sclerosis 20, 615426 (3), Autosomal dominant
601490	NFE2	
615472	COPZ1	
613787	MIR148B	
606383	GPR84	
609124	ZNF385A	
135620	ITGA5	
617484	GTSF1	
141180	NCKAP1L	Immunodeficiency 72 with autoinflammation, 618982 (3), Autosomal recessive
171891	PDE1B	
613246	PPP1R1A	
607360	LACRT	
606634	DCD	
610857	MUCL1	
615664	TESPA1	
611635	NEUROD4	
600536	ITGA7	Muscular dystrophy, congenital, due to ITGA7 deficiency, 613204 (3), Autosomal recessive
601444	BLOC1S1	
601617	RDH5	Fundus albipunctatus, 136880 (3), Autosomal dominant, Autosomal recessive
155740	CD63	
603936	GDF11	?Vertebral hypersegmentation and orofacial anomalies, 619122 (3), Autosomal dominant
610049	SARNP	
610074	ORMDL2	
606092	DNAJC14	
601807	MMP19	Cavitary optic disc anomalies, 611543 (3), Autosomal dominant
619753	PYM1	
125855	DGKA	
155550	PMEL	
116953	CDK2	
179514	RAB5B	
606887	SUOX	Sulfite oxidase deficiency, 272300 (3), Autosomal recessive
606239	IKZF4	
603701	RPS26	Diamond-Blackfan anemia 10, 613309 (3), Autosomal dominant
190151	ERBB3	?Lethal congenital contractural syndrome 2, 607598 (3), Autosomal recessive; {?Erythroleukemia, familial, susceptibility to}, 133180 (3), Autosomal dominant; Visceral neuropathy, familial, 1, autosomal recessive, 243180 (3), Autosomal recessive
602145	PA2G4	
613315	RPL41	
616670	ESYT1	
609930	MYL6B	
609931	MYL6	
601734	SMARCC2	Coffin-Siris syndrome 8, 618362 (3), Autosomal dominant
614375		Aortic aneurysm, familial abdominal 4, 614375 (2)
620051	RNF41	
612104	NABP2	
608730	SLC39A5	Myopia 24, autosomal dominant, 615946 (3), Autosomal dominant
620862	ANKRD52	
620736	COQ10A	
118950	CS	
605861	CNPY2	
617447	PAN2	
605580	IL23A	
600556	STAT2	Pseudo-TORCH syndrome 3, 618886 (3), Autosomal recessive; Immunodeficiency 44, 616636 (3), Autosomal recessive
107760	APOF	
603887	TIMELESS	?Advance sleep phase syndrome, familial, 4, 620015 (3), Autosomal dominant
154050	MIP	Cataract 15, multiple types, 615274 (3), Autosomal dominant
606365	GLS2	
602387	RBMS2	
605682	BAZ2A	
102910	ATP5F1B	?Hypermetabolism due to uncoupled mitochondrial oxidative phosphorylation 2, 620085 (3), Autosomal dominant
607061	PTGES3	
601234	NACA	
176635	PRIM1	Primordial dwarfism-immunodeficiency-lipodystrophy syndrome, 620005 (3), Autosomal recessive
606623	HSD17B6	
609769	SDR9C7	Ichthyosis, congenital, autosomal recessive 13, 617574 (3), Autosomal recessive
620043	RDH16	
605307	GPR182	
619384	ZBTB39	
162330	TAC3	Hypogonadotropic hypogonadism 10 with or without anosmia, 614839 (3), Autosomal recessive
601478	MYO1A	
616496	NEMP1	
602381	NAB2	
601512	STAT6	Hyper-IgE syndrome 6, autosomal dominant, with recurrent infections, 620532 (3), Autosomal dominant
107770	LRP1	?Keratosis pilaris atrophicans, 604093 (3), Autosomal recessive; Developmental dysplasia of the hip 3, 620690 (3), Autosomal dominant
604637	NXPH4	
138450	SHMT2	Neurodevelopmental disorder with cardiomyopathy, spasticity, and brain abnormalities, 619121 (3), Autosomal recessive
615521	STAC3	Congenital myopathy 13, 255995 (3), Autosomal recessive
619886	R3HDM2	
601233	INHBC	
612031	INHBE	
165220	GLI1	Polydactyly, preaxial I, 174400 (3), Autosomal recessive; Polydactyly, postaxial, type A8, 618123 (3), Autosomal recessive
610576	ARHGAP9	
156560	MARS1	Spastic paraplegia 70, autosomal recessive, 620323 (3), Autosomal recessive; Interstitial lung and liver disease, 615486 (3), Autosomal recessive; ?Trichothiodystrophy 9, nonphotosensitive, 619692 (3), Autosomal recessive; Charcot-Marie-Tooth disease, axonal, type 2U, 616280 (3), Autosomal dominant
126337	DDIT3	
614489	MIR616	
619458	MBD6	
607376	DCTN2	
602821	KIF5A	Myoclonus, intractable, neonatal, 617235 (3), Autosomal dominant; {Amyotrophic lateral sclerosis, susceptibility to, 25}, 617921 (3), Autosomal dominant; Spastic paraplegia 10, autosomal dominant, 604187 (3), Autosomal dominant
617104	PIP4K2C	
613142	DTX3	
610215	ARHGEF25	
601873	B4GALNT1	Spastic paraplegia 26, autosomal recessive, 609195 (3), Autosomal recessive
609677	OS9	
177700		Glaucoma 1, open angle, P, 177700 (4), Autosomal dominant
614354		
605476	AGAP2	
181035	TSPAN31	
123829	CDK4	{Melanoma, cutaneous malignant, 3}, 609048 (3), Autosomal dominant
613336	MARCHF9	
609506	CYP27B1	Vitamin D-dependent rickets, type I, 264700 (3), Autosomal recessive
604466	METTL1	
615258	EEF1AKMT3	
604723	TSFM	Combined oxidative phosphorylation deficiency 3, 610505 (3), Autosomal recessive
613397	AVIL	Nephrotic syndrome, type 21, 618594 (3), Autosomal recessive
608711	CTDSP2	
613057	MIR26A2	
619760	ATP23	
608870	LRIG3	
603654	SLC16A7	
617496	TAFA2	
604731	USP15	
616822	MON2	
612148	MIRLET7I	
616016	PPM1H	
610908		{Autism susceptibility 13}, 610908 (2)
600821	AVPR1A	
613893	DPY19L2	Spermatogenic failure 9, 613958 (3), Autosomal recessive
605862	RXYLT1	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 10, 615041 (3), Autosomal recessive
606523	SRGAP1	{Thyroid cancer, nonmedullary, 2}, 188470 (3), Autosomal dominant, Somatic mutation
617420	KICS2	
603180	XPOT	
