MIM Number,Approved Gene Symbol,Phenotypes,inheritance,recessive,dominant
607421,NME8,"?Ciliary dyskinesia, primary, 6, 610852 (3), Autosomal recessive",Autosomal recessive,1,0
606570,SFRP4,"Pyle disease, 265900 (3), Autosomal recessive",Autosomal recessive,1,0
605485,VPS41,"Spinocerebellar ataxia, autosomal recessive 29, 619389 (3), Autosomal recessive",Autosomal recessive,1,0
609062,POU6F2,"{Wilms tumor susceptibility-5}, 601583 (3), Autosomal dominant, Somatic mutation",Autosomal dominant,0,1
179550,RALA,"Hiatt-Neu-Cooper neurodevelopmental syndrome, 619311 (3), Autosomal dominant",Autosomal dominant,0,1
603309,CDK13,"Congenital heart defects, dysmorphic facial features, and intellectual developmental disorder, 617360 (3), Autosomal dominant",Autosomal dominant,0,1
609188,MPLKIP,"Trichothiodystrophy 4, nonphotosensitive, 234050 (3), Autosomal recessive",Autosomal recessive,1,0
609187,SUGCT,"Glutaric aciduria III, 231690 (3), Autosomal recessive",Autosomal recessive,1,0
165240,GLI3,"Greig cephalopolysyndactyly syndrome, 175700 (3), Autosomal dominant; Polydactyly, postaxial, types A1 and B, 174200 (3), Autosomal dominant; Pallister-Hall syndrome, 146510 (3), Autosomal dominant; Polydactyly, preaxial, type IV, 174700 (3), Autosomal dominant",Autosomal dominant,0,1
109750,BLVRA,"Hyperbiliverdinemia, 614156 (3), Autosomal dominant, Autosomal recessive","Autosomal recessive, Autosomal dominant",1,1
612931,PGAM2,"Glycogen storage disease X, 261670 (3), Autosomal recessive",Autosomal recessive,1,0
602981,AEBP1,"Ehlers-Danlos syndrome, classic-like, 2, 618000 (3), Autosomal recessive",Autosomal recessive,1,0
138079,GCK,"MODY, type II, 125851 (3), Autosomal dominant; Diabetes mellitus, permanent neonatal 1, 606176 (3), Autosomal recessive; Hyperinsulinemic hypoglycemia, familial, 3, 602485 (3), Autosomal dominant; Diabetes mellitus, noninsulin-dependent, late onset, 125853 (3), Autosomal dominant","Autosomal recessive, Autosomal dominant",1,1
607707,CAMK2B,"Intellectual developmental disorder, autosomal dominant 54, 617799 (3), Autosomal dominant",Autosomal dominant,0,1
613022,OGDH,"Oxoglutarate dehydrogenase deficiency, 203740 (3), Autosomal recessive",Autosomal recessive,1,0
607929,CCM2,"Cerebral cavernous malformations-2, 603284 (3), Autosomal dominant",Autosomal dominant,0,1
103072,ADCY1,"?Deafness, autosomal recessive 44, 610154 (3), Autosomal recessive",Autosomal recessive,1,0
609721,PKD1L1,"Heterotaxy, visceral, 8, autosomal, 617205 (3), Autosomal recessive",Autosomal recessive,1,0
608498,ZPBP,"?Spermatogenic failure 66, 619799 (3), Autosomal recessive",Autosomal recessive,1,0
603023,IKZF1,"Immunodeficiency, common variable, 13, 616873 (3), Autosomal dominant",Autosomal dominant,0,1
107930,DDC,"Aromatic L-amino acid decarboxylase deficiency, 608643 (3), Autosomal recessive",Autosomal recessive,1,0
131550,EGFR,"?Inflammatory skin and bowel disease, neonatal, 2, 616069 (3), Autosomal recessive; Nonsmall cell lung cancer, response to tyrosine kinase inhibitor in, 211980 (3), Autosomal dominant, Somatic mutation; Adenocarcinoma of lung, response to tyrosine kinase inhibitor in, 211980 (3), Autosomal dominant, Somatic mutation; {Nonsmall cell lung cancer, susceptibility to}, 211980 (3), Autosomal dominant, Somatic mutation","Autosomal recessive, Autosomal dominant",1,1
172480,PSPH,"Phosphoserine phosphatase deficiency, 614023 (3), Autosomal recessive",Autosomal recessive,1,0
616244,CHCHD2,"Parkinson disease 22, autosomal dominant, 616710 (3), Autosomal dominant",Autosomal dominant,0,1
611499,GUSB,"Mucopolysaccharidosis VII, 253220 (3), Autosomal recessive",Autosomal recessive,1,0
608310,ASL,"Argininosuccinic aciduria, 207900 (3), Autosomal recessive",Autosomal recessive,1,0
611725,KCTD7,"Epilepsy, progressive myoclonic 3, with or without intracellular inclusions, 611726 (3), Autosomal recessive",Autosomal recessive,1,0
607444,SBDS,"{Aplastic anemia, susceptibility to}, 609135 (3); Shwachman-Diamond syndrome 1, 260400 (3), Autosomal recessive",Autosomal recessive,1,0
607270,AUTS2,"Intellectual developmental disorder, autosomal dominant 26, 615834 (3), Autosomal dominant",Autosomal dominant,0,1
604839,FKBP6,"Spermatogenic failure 77, 620103 (3), Autosomal recessive",Autosomal recessive,1,0
618202,DNAJC30,"Leber-like hereditary optic neuropathy, autosomal recessive 1, 619382 (3), Autosomal recessive",Autosomal recessive,1,0
130160,ELN,"Cutis laxa, autosomal dominant, 123700 (3), Autosomal dominant; Supravalvar aortic stenosis, 185500 (3), Autosomal dominant",Autosomal dominant,0,1
608512,NCF1,"Chronic granulomatous disease 1, autosomal recessive, 233700 (3), Autosomal recessive",Autosomal recessive,1,0
124015,POR,"Antley-Bixler syndrome with genital anomalies and disordered steroidogenesis, 201750 (3), Autosomal recessive; Disordered steroidogenesis due to cytochrome P450 oxidoreductase, 613571 (3)",Autosomal recessive,1,0
154100,MDH2,"Developmental and epileptic encephalopathy 51, 617339 (3), Autosomal recessive",Autosomal recessive,1,0
602195,HSPB1,"Charcot-Marie-Tooth disease, axonal, type 2F, 606595 (3), Autosomal dominant; Neuronopathy, distal hereditary motor, autosomal dominant 3, 608634 (3), Autosomal dominant",Autosomal dominant,0,1
605356,YWHAG,"Developmental and epileptic encephalopathy 56, 617665 (3), Autosomal dominant",Autosomal dominant,0,1
182889,ZP3,"Oocyte/zygote/embryo maturation arrest 3, 617712 (3), Autosomal dominant",Autosomal dominant,0,1
619829,CCDC146,"Spermatogenic failure 94, 620850 (3), Autosomal recessive",Autosomal recessive,1,0
606382,MAGI2,"Nephrotic syndrome, type 15, 617609 (3), Autosomal recessive",Autosomal recessive,1,0
139310,GNAI1,"Neurodevelopmental disorder with hypotonia, impaired speech, and behavioral abnormalities, 619854 (3), Autosomal dominant",Autosomal dominant,0,1
173510,CD36,"Platelet glycoprotein IV deficiency, 608404 (3), Autosomal recessive; {Coronary heart disease, susceptibility to, 7}, 610938 (3); {Malaria, cerebral, susceptibility to}, 611162 (3); {Malaria, cerebral, reduced risk of}, 611162 (3)",Autosomal recessive,1,0
142409,HGF,"Deafness, autosomal recessive 39, 608265 (3), Autosomal recessive",Autosomal recessive,1,0
114204,CACNA2D1,"Developmental and epileptic encephalopathy 110, 620149 (3), Autosomal recessive",Autosomal recessive,1,0
604918,PCLO,"?Pontocerebellar hypoplasia, type 3, 608027 (3), Autosomal recessive",Autosomal recessive,1,0
603961,SEMA3A,"{Hypogonadotropic hypogonadism 16 with or without anosmia}, 614897 (3), Autosomal dominant",Autosomal dominant,0,1
171060,ABCB4,"Gallbladder disease 1, 600803 (3), Autosomal dominant, Autosomal recessive; Cholestasis, intrahepatic, of pregnancy, 3, 614972 (3), Autosomal dominant, Autosomal recessive; Cholestasis, progressive familial intrahepatic 3, 602347 (3), Autosomal recessive","Autosomal recessive, Autosomal dominant",1,1
603709,ADAM22,"Developmental and epileptic encephalopathy 61, 617933 (3), Autosomal recessive",Autosomal recessive,1,0
617949,CFAP69,"Spermatogenic failure 24, 617959 (3), Autosomal recessive",Autosomal recessive,1,0
604001,AKAP9,"?Long QT syndrome 11, 611820 (3), Autosomal dominant",Autosomal dominant,0,1
604214,KRIT1,"Hyperkeratotic cutaneous capillary-venous malformations associated with cerebral capillary malformations, 116860 (3), Autosomal dominant; Cerebral cavernous malformations-1, 116860 (3), Autosomal dominant; Cavernous malformations of CNS and retina, 116860 (3), Autosomal dominant",Autosomal dominant,0,1
614518,GATAD1,"?Cardiomyopathy, dilated, 2B, 614672 (3), Autosomal recessive",Autosomal recessive,1,0
602136,PEX1,"Heimler syndrome 1, 234580 (3), Autosomal recessive; Peroxisome biogenesis disorder 1B (NALD/IRD), 601539 (3), Autosomal recessive; Peroxisome biogenesis disorder 1A (Zellweger), 214100 (3), Autosomal recessive",Autosomal recessive,1,0
603368,CDK6,"?Microcephaly 12, primary, autosomal recessive, 616080 (3), Autosomal recessive",Autosomal recessive,1,0
610456,SAMD9,"Tumoral calcinosis, familial, normophosphatemic, 610455 (3), Autosomal recessive; Monosomy 7 myelodysplasia and leukemia syndrome 2, 619041 (3), Autosomal dominant; MIRAGE syndrome, 617053 (3), Autosomal dominant","Autosomal recessive, Autosomal dominant",1,1
611170,SAMD9L,"Ataxia-pancytopenia syndrome, 159550 (3), Autosomal dominant; Monosomy 7 myelodysplasia and leukemia syndrome 1, 252270 (3), Autosomal dominant; Spinocerebellar ataxia 49, 619806 (3), Autosomal dominant",Autosomal dominant,0,1
616465,VPS50,"Neurodevelopmental disorder with microcephaly, seizures, and neonatal cholestasis, 619685 (3), Autosomal recessive",Autosomal recessive,1,0
114131,CALCR,"{Osteoporosis, postmenopausal, susceptibility}, 166710 (3), Autosomal dominant",Autosomal dominant,0,1
605456,BET1,"Muscular dystrophy, congenital, with rapid progression, 254100 (3), Autosomal recessive",Autosomal recessive,1,0
120160,COL1A2,"Osteogenesis imperfecta, type III, 259420 (3), Autosomal dominant; {Osteoporosis, postmenopausal}, 166710 (3), Autosomal dominant; Ehlers-Danlos syndrome, arthrochalasia type, 2, 617821 (3), Autosomal dominant; Combined osteogenesis imperfecta and Ehlers-Danlos syndrome 2, 619120 (3), Autosomal dominant; Ehlers-Danlos syndrome, cardiac valvular type, 225320 (3), Autosomal recessive; Osteogenesis imperfecta, type IV, 166220 (3), Autosomal dominant; Osteogenesis imperfecta, type II, 166210 (3), Autosomal dominant","Autosomal recessive, Autosomal dominant",1,1
604149,SGCE,"Dystonia-11, myoclonic, 159900 (3), Autosomal dominant",Autosomal dominant,0,1
603859,SLC25A13,"Citrullinemia, type II, neonatal-onset, 605814 (3), Autosomal recessive; Citrullinemia, adult-onset type II, 603471 (3), Autosomal recessive",Autosomal recessive,1,0
600028,DLX5,"Split-hand/foot malformation 1, 183600 (3), Autosomal dominant; ?Split-hand/foot malformation 1 with sensorineural hearing loss, 220600 (3), Autosomal recessive","Autosomal recessive, Autosomal dominant",1,1
108370,ASNS,"Asparagine synthetase deficiency, 615574 (3), Autosomal recessive",Autosomal recessive,1,0
603015,TRRAP,"?Deafness, autosomal dominant 75, 618778 (3), Autosomal dominant; Developmental delay with or without dysmorphic facies and autism, 618454 (3), Autosomal dominant",Autosomal dominant,0,1
614107,KPNA7,"Oocyte/zygote/embryo maturation arrest 17, 620319 (3), Autosomal recessive",Autosomal recessive,1,0
604223,ARPC1B,"Immunodeficiency 71 with inflammatory disease and congenital thrombocytopenia, 617718 (3), Autosomal recessive",Autosomal recessive,1,0
124010,CYP3A4,"Vitamin D-dependent rickets, type 3, 619073 (3), Autosomal dominant",Autosomal dominant,0,1
602296,AP4M1,"Spastic paraplegia 50, autosomal recessive, 612936 (3), Autosomal recessive",Autosomal recessive,1,0
602955,TAF6,"Alazami-Yuan syndrome, 617126 (3), Autosomal recessive",Autosomal recessive,1,0
618350,TRAPPC14,"?Microcephaly 25, primary, autosomal recessive, 618351 (3), Autosomal recessive",Autosomal recessive,1,0
608489,STAG3,"Spermatogenic failure 61, 619672 (3), Autosomal recessive; Premature ovarian failure 8, 615723 (3), Autosomal recessive",Autosomal recessive,1,0
604720,TFR2,"Hemochromatosis, type 3, 604250 (3), Autosomal recessive",Autosomal recessive,1,0
612458,ACTL6B,"Developmental and epileptic encephalopathy 76, 618468 (3), Autosomal recessive; Intellectual developmental disorder with severe speech and ambulation defects, 618470 (3), Autosomal dominant","Autosomal recessive, Autosomal dominant",1,1
139390,GNB2,"Neurodevelopmental disorder with hypotonia and dysmorphic facies, 619503 (3), Autosomal dominant; ?Sick sinus syndrome 4, 619464 (3), Autosomal dominant",Autosomal dominant,0,1
133170,EPO,"{Microvascular complications of diabetes 2}, 612623 (3); Erythrocytosis, familial, 5, 617907 (3), Autosomal dominant; ?Diamond-Blackfan anemia-like, 617911 (3), Autosomal recessive","Autosomal recessive, Autosomal dominant",1,1
600011,EPHB4,"Capillary malformation-arteriovenous malformation 2, 618196 (3), Autosomal dominant; Lymphatic malformation 7, 617300 (3), Autosomal dominant",Autosomal dominant,0,1
173360,SERPINE1,"Plasminogen activator inhibitor-1 deficiency, 613329 (3), Autosomal dominant, Autosomal recessive; {Transcription of plasminogen activator inhibitor, modulator of} (3)","Autosomal recessive, Autosomal dominant",1,1
603531,AP1S1,"MEDNIK syndrome, 609313 (3), Autosomal recessive",Autosomal recessive,1,0
603066,PLOD3,"BCARD syndrome (lysyl hydroxylase 3 deficiency), 612394 (3), Autosomal recessive",Autosomal recessive,1,0
116896,CUX1,"Global developmental delay with or without impaired intellectual development, 618330 (3), Autosomal dominant",Autosomal dominant,0,1
603131,PMPCB,"Multiple mitochondrial dysfunctions syndrome 6, 617954 (3), Autosomal recessive",Autosomal recessive,1,0
604943,SLC26A5,"?Deafness, autosomal recessive 61, 613865 (3), Autosomal recessive",Autosomal recessive,1,0
600514,RELN,"{Epilepsy, familial temporal lobe, 7}, 616436 (3), Autosomal dominant; Lissencephaly 2 (Norman-Roberts type), 257320 (3), Autosomal recessive","Autosomal recessive, Autosomal dominant",1,1
608444,KMT2E,"O'Donnell-Luria-Rodan syndrome, 618512 (3), Autosomal dominant",Autosomal dominant,0,1
616261,PUS7,"Intellectual developmental disorder with abnormal behavior, microcephaly, and short stature, 618342 (3), Autosomal recessive",Autosomal recessive,1,0
610089,RINT1,"Infantile liver failure syndrome 3, 618641 (3), Autosomal recessive",Autosomal recessive,1,0
601232,PIK3CG,"Immunodeficiency 97 with autoinflammation, 619802 (3), Autosomal recessive",Autosomal recessive,1,0
606821,COG5,"Congenital disorder of glycosylation, type IIi, 613612 (3), Autosomal recessive",Autosomal recessive,1,0
605646,SLC26A4,"Deafness, autosomal recessive 4, with enlarged vestibular aqueduct, 600791 (3), Autosomal recessive; Pendred syndrome, 274600 (3), Autosomal recessive",Autosomal recessive,1,0
126650,SLC26A3,"Diarrhea 1, secretory chloride, congenital, 214700 (3), Autosomal recessive",Autosomal recessive,1,0
238331,DLD,"Dihydrolipoamide dehydrogenase deficiency, 246900 (3), Autosomal recessive",Autosomal recessive,1,0
150240,LAMB1,"Lissencephaly 5, 615191 (3), Autosomal recessive",Autosomal recessive,1,0
601581,NRCAM,"Neurodevelopmental disorder with neuromuscular and skeletal abnormalities, 619833 (3), Autosomal recessive",Autosomal recessive,1,0
612123,PNPLA8,"?Mitochondrial myopathy with lactic acidosis, 251950 (3), Autosomal recessive",Autosomal recessive,1,0
600917,PPP1R3A,"Insulin resistance, severe, digenic, 125853 (3), Autosomal dominant",Autosomal dominant,0,1
605317,FOXP2,"Speech-language disorder-1, 602081 (3), Autosomal dominant",Autosomal dominant,0,1
614511,MDFIC,"Lymphatic malformation 12, 620014 (3), Autosomal recessive",Autosomal recessive,1,0
601047,CAV1,"Lipodystrophy, congenital generalized, type 3, 612526 (3), Autosomal recessive; Pulmonary hypertension, primary, 3, 615343 (3), Autosomal dominant; Lipodystrophy, familial partial, type 7, 606721 (3), Autosomal dominant","Autosomal recessive, Autosomal dominant",1,1
164860,MET,"Renal cell carcinoma, papillary, 1, familial and somatic, 605074 (3); ?Arthrogryposis, distal, type 11, 620019 (3), Autosomal dominant; Hepatocellular carcinoma, childhood type, somatic, 114550 (3); {Osteofibrous dysplasia, susceptibility to}, 607278 (3), Autosomal dominant; ?Deafness, autosomal recessive 97, 616705 (3), Autosomal recessive","Autosomal recessive, Autosomal dominant",1,1
602421,CFTR,"Cystic fibrosis, 219700 (3), Autosomal recessive; Sweat chloride elevation without CF (3); Congenital bilateral absence of vas deferens, 277180 (3), Autosomal recessive; {Pancreatitis, hereditary}, 167800 (3), Autosomal dominant; {Bronchiectasis with or without elevated sweat chloride 1, modifier of}, 211400 (3), Autosomal dominant; {Hypertrypsinemia, neonatal} (3)","Autosomal recessive, Autosomal dominant",1,1
613138,TSPAN12,"Exudative vitreoretinopathy 5, 613310 (3), Autosomal dominant",Autosomal dominant,0,1
605113,AASS,"Hyperlysinemia, 238700 (3), Autosomal recessive",Autosomal recessive,1,0
613301,FEZF1,"Hypogonadotropic hypogonadism 22, with or without anosmia, 616030 (3), Autosomal recessive",Autosomal recessive,1,0
604867,TAS2R16,"{Alcohol dependence, susceptibility to}, 103780 (3), Multifactorial; [Beta-glycopyranoside tasting], 617956 (3), Autosomal dominant",Autosomal dominant,0,1
608006,LMOD2,"Cardiomyopathy, dilated, 2G, 619897 (3), Autosomal recessive",Autosomal recessive,1,0
606478,POT1,"Tumor predisposition syndrome 3, 615848 (3), Autosomal dominant; ?Cerebroretinal microangiopathy with calcifications and cysts 3, 620368 (3), Autosomal recessive; ?Pulmonary fibrosis and/or bone marrow failure syndrome, telomere-related, 8, 620367 (3), Autosomal dominant","Autosomal recessive, Autosomal dominant",1,1
167413,PAX4,"{Diabetes mellitus, ketosis-prone, susceptibility to}, 612227 (3), Autosomal dominant, Autosomal recessive; Maturity-onset diabetes of the young, type IX, 612225 (3); Diabetes mellitus, type 2, 125853 (3), Autosomal dominant","Autosomal recessive, Autosomal dominant",1,1
164160,LEP,"Obesity, morbid, due to leptin deficiency, 614962 (3), Autosomal recessive",Autosomal recessive,1,0
612074,RBM28,"?Alopecia, neurologic defects, and endocrinopathy syndrome, 612079 (3), Autosomal recessive",Autosomal recessive,1,0
146690,IMPDH1,"Retinitis pigmentosa 10, 180105 (3), Autosomal dominant; Leber congenital amaurosis 11, 613837 (3), Autosomal dominant",Autosomal dominant,0,1
613522,OPN1SW,"Colorblindness, tritan, 190900 (3), Autosomal dominant",Autosomal dominant,0,1
102565,FLNC,"Cardiomyopathy, familial hypertrophic, 26, 617047 (3), Autosomal dominant; Arrhythmogenic right ventricular dysplasia, familial, 617047 (3), Autosomal dominant; Cardiomyopathy, familial restrictive 5, 617047 (3), Autosomal dominant; Myopathy, distal, 4, 614065 (3), Autosomal dominant; Myopathy, myofibrillar, 5, 609524 (3), Autosomal dominant",Autosomal dominant,0,1
610032,TNPO3,"Muscular dystrophy, limb-girdle, autosomal dominant 2, 608423 (3), Autosomal dominant",Autosomal dominant,0,1
601500,SMO,"Pallister-Hall-like syndrome, 241800 (3), Autosomal recessive; Basal cell carcinoma, somatic, 605462 (3); Curry-Jones syndrome, somatic mosaic, 601707 (3)",Autosomal recessive,1,0
611606,MIR96,"Deafness, autosomal dominant 50, 613074 (3), Autosomal dominant",Autosomal dominant,0,1
610523,CEP41,"Joubert syndrome 15, 614464 (3), Autosomal recessive",Autosomal recessive,1,0
613896,BPGM,"Erythrocytosis, familial, 8, 222800 (3), Autosomal recessive",Autosomal recessive,1,0
614352,NUP205,"?Nephrotic syndrome, type 13, 616893 (3), Autosomal recessive",Autosomal recessive,1,0
604741,AKR1D1,"Bile acid synthesis defect, congenital, 2, 235555 (3), Autosomal recessive",Autosomal recessive,1,0
605239,ATP6V0A4,"Distal renal tubular acidosis 3, with or without sensorineural hearing loss, 602722 (3), Autosomal recessive",Autosomal recessive,1,0
613344,KIAA1549,"Retinitis pigmentosa 86, 618613 (3), Autosomal recessive",Autosomal recessive,1,0
617453,IFT56,"Biliary, renal, neurologic, and skeletal syndrome, 619534 (3), Autosomal recessive",Autosomal recessive,1,0
274180,TBXAS1,"Ghosal hematodiaphyseal syndrome, 231095 (3), Autosomal recessive",Autosomal recessive,1,0
164757,BRAF,"Melanoma, malignant, somatic, 155600 (3); LEOPARD syndrome 3, 613707 (3), Autosomal dominant; Cardiofaciocutaneous syndrome, 115150 (3), Autosomal dominant; Adenocarcinoma of lung, somatic, 211980 (3); Noonan syndrome 7, 613706 (3), Autosomal dominant; Colorectal cancer, somatic, 114500 (3); Nonsmall cell lung cancer, somatic, 211980 (3)",Autosomal dominant,0,1
610345,AGK,"Cataract 38, autosomal recessive, 614691 (3), Autosomal recessive; Sengers syndrome, 212350 (3), Autosomal recessive",Autosomal recessive,1,0
614084,WEE2,"Oocyte/zygote/embryo maturation arrest 5, 617996 (3), Autosomal recessive",Autosomal recessive,1,0
600439,SSBP1,"Optic atrophy 13 with retinal and foveal abnormalities, 165510 (3), Autosomal dominant",Autosomal dominant,0,1
607751,TAS2R38,"[Phenylthiocarbamide tasting], 171200 (3), Autosomal dominant",Autosomal dominant,0,1
276000,PRSS1,"Pancreatitis, hereditary, 167800 (3), Autosomal dominant",Autosomal dominant,0,1
601564,PRSS2,"{Pancreatitis, chronic, protection against}, 167800 (3), Autosomal dominant",Autosomal dominant,0,1
606680,TRPV6,"Hyperparathyroidism, transient neonatal, 618188 (3), Autosomal recessive",Autosomal recessive,1,0
600639,CASP2,"Intellectual developmental disorder, autosomal recessive 80, with variant lissencephaly, 620653 (3), Autosomal recessive",Autosomal recessive,1,0
118425,CLCN1,"Myotonia congenita, recessive, 255700 (3), Autosomal recessive; Myotonia congenita, dominant, 160800 (3), Autosomal dominant; Myotonia levior, 160800 (3), Autosomal dominant","Autosomal recessive, Autosomal dominant",1,1
610934,NOBOX,"Premature ovarian failure 5, 611548 (3), Autosomal dominant",Autosomal dominant,0,1
606370,TPK1,"Thiamine metabolism dysfunction syndrome 5 (episodic encephalopathy type), 614458 (3), Autosomal recessive",Autosomal recessive,1,0
604569,CNTNAP2,"Pitt-Hopkins like syndrome 1, 610042 (3), Autosomal recessive; {Autism susceptibility 15}, 612100 (3)",Autosomal recessive,1,0
601573,EZH2,"Weaver syndrome, 277590 (3), Autosomal dominant",Autosomal dominant,0,1
608086,GIMAP5,"Portal hypertension, noncirrhotic, 2, 619463 (3), Autosomal recessive",Autosomal recessive,1,0
152427,KCNH2,"Short QT syndrome 1, 609620 (3); Long QT syndrome 2, 613688 (3), Autosomal dominant",Autosomal dominant,0,1
163729,NOS3,"{Coronary artery spasm 1, susceptibility to} (3); {Hypertension, susceptibility to}, 145500 (3), Multifactorial; {Placental abruption} (3); {Alzheimer disease, late-onset, susceptibility to}, 104300 (3), Autosomal dominant; {Hypertension, pregnancy-induced}, 189800 (3), Autosomal dominant; {Ischemic stroke, susceptibility to}, 601367 (3), Multifactorial",Autosomal dominant,0,1
123831,CDK5,"?Lissencephaly 7 with cerebellar hypoplasia, 616342 (3), Autosomal recessive",Autosomal recessive,1,0
109280,SLC4A2,"?Osteopetrosis, autosomal recessive 9, 620366 (3), Autosomal recessive",Autosomal recessive,1,0
615054,ASB10,"Glaucoma 1, open angle, F, 603383 (3), Autosomal dominant",Autosomal dominant,0,1
602743,PRKAG2,"Glycogen storage disease of heart, lethal congenital, 261740 (3), Autosomal dominant; Wolff-Parkinson-White syndrome, 194200 (3), Autosomal dominant; Cardiomyopathy, hypertrophic 6, 600858 (3), Autosomal dominant",Autosomal dominant,0,1
606833,KMT2C,"Kleefstra syndrome 2, 617768 (3), Autosomal dominant",Autosomal dominant,0,1
600375,XRCC2,"Spermatogenic failure 50, 619145 (3), Autosomal recessive; ?Premature ovarian failure 17, 619146 (3), Autosomal recessive; ?Fanconi anemia, complementation group U, 617247 (3), Autosomal recessive",Autosomal recessive,1,0
126141,DPP6,"Intellectual developmental disorder, autosomal dominant 33, 616311 (3), Autosomal dominant; {Ventricular fibrillation, paroxysmal familial, 2}, 612956 (3), Autosomal dominant",Autosomal dominant,0,1
600725,SHH,"Microphthalmia with coloboma 5, 611638 (3), Autosomal dominant; Schizencephaly, 269160 (3); Single median maxillary central incisor, 147250 (3), Autosomal dominant; Holoprosencephaly 3, 142945 (3), Autosomal dominant",Autosomal dominant,0,1
605522,LMBR1,"Syndactyly, type IV, 186200 (3), Autosomal dominant; Laurin-Sandrow syndrome, 135750 (3), Autosomal dominant; Acheiropody, 200500 (3), Autosomal recessive; Triphalangeal thumb-polysyndactyly syndrome, 190605 (3), Autosomal dominant","Autosomal recessive, Autosomal dominant",1,1
142994,MNX1,"Currarino syndrome, 176450 (3), Autosomal dominant",Autosomal dominant,0,1
614454,UBE3C,"Neurodevelopmental disorder with absent speech and movement and behavioral abnormalities, 620270 (3), Autosomal recessive",Autosomal recessive,1,0
611332,DNAJB6,"Muscular dystrophy, limb-girdle, autosomal dominant 1, 603511 (3), Autosomal dominant",Autosomal dominant,0,1
608532,NCAPG2,"Khan-Khan-Katsanis syndrome, 618460 (3), Autosomal recessive",Autosomal recessive,1,0
615462,DYNC2I1,"Short-rib thoracic dysplasia 8 with or without polydactyly, 615503 (3), Autosomal recessive",Autosomal recessive,1,0
607837,CLN8,"Ceroid lipofuscinosis, neuronal, 8, Northern epilepsy variant, 610003 (3), Autosomal recessive; Ceroid lipofuscinosis, neuronal, 8, 600143 (3), Autosomal recessive",Autosomal recessive,1,0
608136,ARHGEF10,"?Slowed nerve conduction velocity, AD, 608236 (3), Autosomal dominant",Autosomal dominant,0,1
607117,MCPH1,"Microcephaly 1, primary, autosomal recessive, 251200 (3), Autosomal recessive",Autosomal recessive,1,0
601922,ANGPT2,"Lymphatic malformation 10, 619369 (3), Autosomal dominant",Autosomal dominant,0,1
608739,ERI1,"Hoxha-Aliu syndrome, 620662 (3), Autosomal recessive; Spondyloepimetaphyseal dysplasia, Guo-Campeau type, 620663 (3), Autosomal recessive",Autosomal recessive,1,0
608581,RP1L1,"Occult macular dystrophy, 613587 (3), Autosomal dominant; Retinitis pigmentosa 88, 618826 (3), Autosomal recessive","Autosomal recessive, Autosomal dominant",1,1
191305,BLK,"Maturity-onset diabetes of the young, type 11, 613375 (3), Autosomal dominant",Autosomal dominant,0,1
600576,GATA4,"Tetralogy of Fallot, 187500 (3), Autosomal dominant; Atrial septal defect 2, 607941 (3), Autosomal dominant; Ventricular septal defect 1, 614429 (3), Autosomal dominant; Atrioventricular septal defect 4, 614430 (3), Autosomal dominant; ?Testicular anomalies with or without congenital heart disease, 615542 (3), Autosomal dominant",Autosomal dominant,0,1
184420,FDFT1,"Squalene synthase deficiency, 618156 (3), Autosomal recessive",Autosomal recessive,1,0
116810,CTSB,"Keratolytic winter erythema, 148370 (4), Autosomal dominant",Autosomal dominant,0,1
601385,TUSC3,"Intellectual developmental disorder, autosomal recessive 7, 611093 (3), Autosomal recessive",Autosomal recessive,1,0
605558,FGF20,"?Renal hypodysplasia/aplasia 2, 615721 (3), Autosomal recessive",Autosomal recessive,1,0
609927,VPS37A,"Spastic paraplegia 53, autosomal recessive, 614898 (3), Autosomal recessive",Autosomal recessive,1,0
613468,ASAH1,"Spinal muscular atrophy with progressive myoclonic epilepsy, 159950 (3), Autosomal recessive; Farber lipogranulomatosis, 228000 (3), Autosomal recessive",Autosomal recessive,1,0
612182,NAT2,"[Acetylation, slow], 243400 (3), Autosomal recessive",Autosomal recessive,1,0
616615,CSGALNACT1,"Skeletal dysplasia, mild, with joint laxity and advanced bone age, 618870 (3), Autosomal recessive",Autosomal recessive,1,0
609708,LPL,"Lipoprotein lipase deficiency, 238600 (3), Autosomal recessive; [High density lipoprotein cholesterol level QTL 11], 238600 (3), Autosomal recessive; Combined hyperlipidemia, familial, 144250 (3), Autosomal dominant","Autosomal recessive, Autosomal dominant",1,1
606939,ATP6V1B2,"Zimmermann-Laband syndrome 2, 616455 (3), Autosomal dominant; Deafness, congenital, with onychodystrophy, autosomal dominant, 124480 (3), Autosomal dominant",Autosomal dominant,0,1
603725,FGF17,"Hypogonadotropic hypogonadism 20 with or without anosmia, 615270 (3), Autosomal dominant",Autosomal dominant,0,1
602302,HR,"Atrichia with papular lesions, 209500 (3), Autosomal recessive; Alopecia universalis, 203655 (3), Autosomal recessive",Autosomal recessive,1,0
619257,HRURF,"Hypotrichosis 4, 146550 (3), Autosomal dominant",Autosomal dominant,0,1
608302,LGI3,"Intellectual developmental disorder with muscle tone abnormalities and distal skeletal defects, 620007 (3), Autosomal recessive",Autosomal recessive,1,0
178620,SFTPC,"Surfactant metabolism dysfunction, pulmonary, 2, 610913 (3), Autosomal dominant",Autosomal dominant,0,1
