gene_name,fracCdsCons,fracConsPr
CCDC54,0.24822695,0.132725431
COX17,0.765625,0.880208333
PARP9,0.286159844,0.248732943
MNS1,0.540322581,0.695564516
USP8,0.619898719,0.897527554
SECISBP2L,0.637023593,0.881125227
TMOD3,0.683663834,0.891406988
SPPL2A,0.594369802,0.71081254
GLCE,0.716289105,0.937971953
SHF,0.608490566,0.738207547
APH1B,0.634366925,0.73255814
INTS14,0.754545455,0.90530303
CILP,0.638818565,0.65907173
PARP16,0.707946336,0.861713106
PPCDC,0.619512195,0.624390244
HCN4,0.747508306,0.72978959
SEMA7A,0.642678661,0.722638681
UBL7,0.747156605,0.86264217
ARHGAP24,0.693368936,0.531820205
FAM13A,0.535807292,0.44921875
HERC3,0.733269902,0.832857596
HERC6,0.354187032,0.338546758
HERC5,0.418536585,0.382439024
PCDH10,0.756003842,0.948447006
NDST4,0.644520809,0.820542192
ZGRF1,0.287252573,0.359461599
AP1AR,0.669966997,0.926292629
COPS4,0.780507781,0.9000819
HNRNPD,0.911985019,0.967228464
PRKG2,0.71778069,0.556574924
RASGEF1B,0.739803094,0.540084388
SEC31A,0.682500683,0.627627628
FGF5,0.70260223,0.526641884
GPAT3,0.684291188,0.626819923
IL21,0.382413088,0.742331288
FGF2,0.707264957,0.995726496
BBS7,0.640130354,0.923184358
KIAA1109,0.659941404,0.95864962
BMPR1B,0.722332671,0.77203446
RAP1GDS1,0.743421053,0.910087719
LARP1B,0.5428051,0.87723133
MMRN1,0.376186602,0.286411717
PDE5A,0.670471842,0.765601218
PRDM5,0.661912309,0.817221342
TRPC3,0.729211858,0.896601591
NAAA,0.506481481,0.333333333
NUP54,0.729658793,0.948818898
CXCL9,0.314814815,0.224867725
BMP2K,0.566838784,0.27481354
G3BP2,0.797101449,0.989648033
SEPTIN11,0.778294574,0.672868217
FRAS1,0.587507268,0.104909046
SCARB2,0.607515658,0.663187196
CCNG2,0.702415459,0.902415459
CNOT6L,0.939448441,0.995803357
USO1,0.670128072,0.839044652
CDKL2,0.587273789,0.691768827
SHROOM3,0.439158738,0.257219162
ANXA3,0.62345679,0.371399177
PPA2,0.512437811,0.495522388
CENPE,0.363927955,0.48791019
GSTCD,0.553101998,0.486855941
INTS12,0.622030238,0.764578834
ENPEP,0.499304106,0.402574809
CASP6,0.562358277,0.422902494
LEF1,0.773333333,0.838333333
HADH,0.658201058,0.567195767
EGF,0.369757174,0.295253863
PAPSS1,0.709333333,0.734933333
SEC24B,0.603362227,0.666403993
C4orf17,0.281481481,0.198148148
PPP3CA,0.780970626,0.891443167
SLC39A8,0.616052061,0.642805495
MTTP,0.594413408,0.448417132
FBN2,0.727886486,0.750314681
MAPK8IP3,0.729945192,0.556053812
RGS3,0.586043925,0.577425632
GUCD1,0.775,0.770833333
TTLL8,0.367664671,0.162874251
RNF185,0.80656304,0.908462867
SHISAL1,0.66,0.753333333
PARVG,0.507028112,0.37248996
B4GALNT3,0.600266934,0.423089756
PDE6H,0.674603175,0.654761905
ERP27,0.399026764,0.186131387
ETV6,0.810154525,0.924208977
GABARAPL1,0.774011299,0.974576271
KIF21A,0.671044776,0.916218905
CPNE8,0.725663717,0.913274336
YARS2,0.580195258,0.694560669
FGD4,0.585832247,0.645371578
ALG10,0.582981716,0.744022504
PIK3C2G,0.469177315,0.509975342
SINHCAF,0.749249249,0.96996997
PLCZ1,0.517788725,0.587301587
AEBP2,0.796296296,0.977513228
SLCO1C1,0.567554932,0.762505844
ETFBKMT,0.514575412,0.78833967
ETNK1,0.757326007,0.9496337
ZCRB1,0.712538226,0.989296636
TMEM117,0.725566343,0.85631068
PRICKLE1,0.684695513,0.755208333
C1RL,0.420765027,0.269808743
NDUFA9,0.566137566,0.371252205
CLSTN3,0.760710554,0.800069662
KLRG1,0.285964912,0.147368421
VAMP1,0.764705882,0.943977591
TAPBPL,0.413646055,0.312722104
CD27,0.351213282,0.429118774
RBP5,0.522058824,0.531862745
PEX5,0.747916667,0.930729167
PIANP,0.760529483,0.89290012
SLC38A4,0.640510949,0.75973236
AMIGO2,0.61376673,0.906309751
SCAF11,0.47996357,0.655737705
COL2A1,0.72983871,0.837141577
PPFIA2,0.741918389,0.939056704
ANP32D,0,0
LLPH,0.576923077,0.653846154
LRIG3,0.632738095,0.639285714
MARCHF9,0.839577329,0.958693564
INHBE,0.507122507,0.69325736
GLIPR1,0.388264669,0.426966292
TPH2,0.712830957,0.839782756
PHLDA1,0.607794362,0.709784411
TMEM19,0.636003956,0.889218595
LGR5,0.639133627,0.698604993
PTPRQ,0.625797101,0.71826087
DUSP6,0.828097731,0.97382199
POC1B,0.617954071,0.816283925
TMTC3,0.682331512,0.902367942
LUM,0.598820059,0.744346116
KERA,0.61095373,0.761095373
SNRPF,0.812260536,1
AMDHD1,0.668227947,0.717408275
NEDD1,0.648512355,0.800806858
SYCP3,0.493670886,0.490857947
ASCL1,0.76371308,0.815752461
GAS2L3,0.423021583,0.52470024
TMEM132B,0.473895582,0.559159716
SLC15A4,0.60438293,0.498846597
TDG,0.606650446,0.710462287
RITA1,0.374074074,0.234567901
SDSL,0.566666667,0.236363636
MMAB,0.548472776,0.548472776
GLTP,0.812698413,0.850793651
GIT2,0.76754386,0.884649123
TCHP,0.579826319,0.533734135
FAM222A,0.726269316,0.564385578
FOXN4,0.608751609,0.542471042
NUP58,0.725555556,0.953333333
MTMR6,0.660771704,0.890139335
SLC46A3,0.46031746,0.483405483
SLC7A1,0.641798942,0.561904762
PDX1,0.667840376,0.6842723
LNX2,0.630004824,0.764109986
SUOX,0.593406593,0.796703297
CCDC65,0.602061856,0.799312715
SLC39A5,0.606900801,0.74676525
TARBP2,0.793823797,0.91462307
RDH16,0.322851153,0.132075472
DHH,0.759865659,0.898404702
ACVRL1,0.676587302,0.761243386
GPR84,0.55163728,0.726280437
NPFF,0.383040936,0.50877193
NABP2,0.718553459,0.800314465
N4BP2L1,0.631147541,0.826502732
CELA1,0.611325611,0.655083655
SMARCC2,0.791064741,0.94141252
BRCA2,0.26313737,0.322901433
KANSL2,0.729546991,0.947937796
CERS5,0.702290076,0.87446989
MAP3K12,0.739455021,0.962299365
ITGB7,0.591155611,0.688360451
GALNT6,0.67094703,0.844301766
CSAD,0.691632928,0.739541161
LMBR1L,0.775510204,0.934013605
MYG1,0.613616269,0.699381079
ESYT1,0.657315234,0.803921569
TMBIM6,0.757703081,0.890756303
ANKRD52,0.846177654,0.950479728
KRT71,0.735368957,0.62086514
ZNF740,0.864261168,0.987972509
SMIM2,0.158914729,0.375968992
WDFY2,0.791354946,0.91354946
HNRNPA1L2,0,0
LPAR6,0.685990338,0.868599034
ESD,0.648998822,0.866902238
RB1,0.722282024,0.940078938
SBNO1,0.700860832,0.906982305
MORN3,0.569847856,0.479944675
SETD1B,0.678190137,0.506693781
VPS33A,0.707426019,0.648241206
VPS37B,0.622377622,0.571095571
RHOF,0.671383648,0.759433962
DENR,0.7319933,0.881072027
DIAPH3,0.645170296,0.790619765
SLAIN1,0.69035533,0.774393683
RBM26,0.784391534,0.973544974
SRRM4,0.663398693,0.769063181
METTL21C,0.510691824,0.621383648
MBNL2,0.837862319,0.988224638
RNF113B,0.69246646,0.362229102
ZIC5,0.717369478,0.90311245
ABHD13,0.672583826,0.959566075
RAB20,0.585815603,0.584397163
GRTP1,0.552917903,0.095944609
CUL4A,0.654824561,0.497807018
TTC6,0.368309486,0.341459106
SSTR1,0.820578231,0.931122449
CDH24,0.704878049,0.779268293
REM2,0.690127077,0.736070381
CBLN3,0.663430421,0.775080906
TSSK4,0.69813176,0.737463127
NOVA1,0.898950131,1
FITM1,0.771331058,0.839590444
MDGA2,0.733268356,0.959064327
TMX1,0.620403321,0.629893238
FRMD6,0.744783307,0.806313537
PELI2,0.74584323,0.721298496
RTN1,0.57957958,0.563706564
ARMH4,0.299354839,0.258924731
SYT16,0.761437908,0.918300654
SLC38A6,0.638220277,0.740335522
NAA30,0.786042241,0.912764004
ADAM21,0.337021669,0.481788843
RDH12,0.639327024,0.686645636
DCAF5,0.73029339,0.898197243
RAB15,0.838810642,0.788732394
WDR89,0.548109966,0.619415808
ESR2,0.645951036,0.571249215
KCNH5,0.783619818,0.839905629
STON2,0.61237785,0.640246109
EFCAB11,0.542682927,0.703252033
GPR65,0.486193294,0.597633136
PTGR2,0.648674242,0.872159091
JDP2,0.827235772,0.863821138
AK7,0.554327808,0.478821363
FAM181A,0.548356808,0.517370892
SLC24A4,0.716425896,0.71000535
FBLN5,0.743132888,0.900519673
SERPINA10,0.328089888,0.175280899
CLBA1,0.158486708,0.051124744
WARS1,0.656073446,0.656073446
SLC25A47,0.619201726,0.395900755
WDR20,0.799415205,0.930994152
NIPA2,0.650046168,0.748845799
SLC12A6,0.749203591,0.918621489
DUOXA1,0.445592287,0.402203857
MFAP1,0.743181818,0.973484848
TCF12,0.788778878,0.980669496
SORD,0.635009311,0.505586592
SERF2,0.583333333,1
ZSCAN29,0.419695193,0.617819461
DUOXA2,0.529595016,0.426791277
DUOX2,0.627716807,0.588982139
LYSMD2,0.606481481,0.845679012
SLC27A2,0.561460011,0.539989265
FGF7,0.770940171,0.947008547
HDC,0.656611362,0.67471091
GCNT3,0.522399393,0.364464692
BNIP2,0.736507937,0.86984127
GTF2A2,0.8,0.942424242
SRP14,0.600973236,0.734793187
BAHD1,0.695262484,0.744344857
DISP2,0.658107466,0.718972896
CDAN1,0.678338762,0.742399566
TLE3,0.815584416,0.867965368
ANP32A,0.816,0.965333333
COMMD4,0.698333333,0.665
UBE2Q2,0.763297872,0.945921986
PSTPIP1,0.660271783,0.523581135
ETFA,0.698602794,0.900199601
BCL2A1,0.375,0.143939394
HMG20A,0.746168582,0.901340996
SCAPER,0.642874138,0.856768975
TSPAN3,0.75984252,0.880577428
WDR61,0.729847495,0.896514161
NCOA2,0.771558589,0.894653015
NEIL1,0.529411765,0.431372549
MAN2C1,0.647454371,0.636887608
DNAJA4,0.683840749,0.759562842
TLNRD1,0.774104683,0.936639118
TPM1,0.859649123,0.998830409
IGF1R,0.731481481,0.791910331
ARRDC4,0.613365155,0.782020684
PIF1,0.61007269,0.695742471
USP3,0.766474728,0.932821497
CYP11A1,0.501277139,0.360791826
BBS4,0.640384615,0.798076923
PML,0.409211023,0.435258588
CYP1A1,0.510721248,0.396361274
ADAMTS17,0.708029197,0.628345499
LINS1,0.302110818,0.406332454
ULK3,0.708949965,0.748414376
GOLGA6D,0.248799232,0.000960615
PCSK6,0.654982818,0.696563574
CCDC33,0.39329806,0.313932981
CELF6,0.814661134,0.919087137
SCAMP2,0.716161616,0.781818182
CYP1A2,0.465506125,0.293359123
LMAN1L,0.345351044,0.163820367
HAPLN3,0.533702678,0.469990766
RHCG,0.577777778,0.570833333
POLG,0.676344086,0.770430108
RLBP1,0.670859539,0.660377358
FANCI,0.551040883,0.750940557
ABHD2,0.773865415,0.827856025
WDR93,0.393498302,0.344978166
TICRR,0.35600907,0.452642595
NTRK3,0.791666667,0.848809524
DET1,0.766485178,0.944948578
MFGE8,0.521477663,0.274914089
ZNF710,0.786466165,0.668671679
UNC45A,0.727336861,0.715343915
ST8SIA2,0.794326241,0.826241135
MCTP2,0.626090254,0.690557452
FURIN,0.746750524,0.729979036
IQGAP1,0.714716526,0.823482107
CRTC3,0.630645161,0.516129032
EFL1,0.590841511,0.764793339
SH3GL3,0.643678161,0.75862069
SEC11A,0.696296296,0.912962963
SEPTIN12,0.632311978,0.454967502
GLYR1,0.819494585,0.884476534
PMM2,0.641025641,0.700404858
SLC5A2,0.698365527,0.592867756
ITGAX,0.395189003,0.165521191
TGFB1I1,0.70995671,0.873737374
RUSF1,0.584221748,0.582800284
ARMC5,0.650641026,0.58048433
PARN,0.683333333,0.847395833
FTO,0.609354414,0.730566535
UQCRC2,0.618942731,0.661527166
CDR2,0.564102564,0.773626374
IGSF6,0.341597796,0.283746556
ARHGAP17,0.633786848,0.73393802
MYLK3,0.429674797,0.293089431
ABCC12,0.541421569,0.138235294
NKD1,0.721160651,0.697098372
DHX38,0.757600434,0.75732899
TXNL4B,0.722222222,0.975555556
MARVELD3,0.453565506,0.23880597
CHST4,0.440999139,0.339362618
ZFHX3,0.778077754,0.839362851
CLEC18B,0.587719298,0.394736842
CPNE2,0.774134791,0.710989678
NLRC5,0.403499375,0.245491876
KATNB1,0.773373984,0.663109756
KIFC3,0.780330512,0.652962515
ADAMTS18,0.656028369,0.604200764
NUDT7,0.393305439,0.284518828
GCSH,0.590038314,0.584291188
CMTM3,0.732240437,0.606557377
CMTM2,0.222222222,0.113788487
CDH11,0.774571309,0.814721874
NOL3,0.509090909,0.459090909
MAP1LC3B,0.73015873,0.746031746
MBTPS1,0.725229503,0.784425451
CDH13,0.710084034,0.696078431
ZCCHC14,0.67525299,0.555044465
MEAK7,0.472647702,0.152443472
ADAD2,0.460045662,0.185502283
OSGIN1,0.59902371,0.331241283
IRF8,0.68618267,0.55971897
RHOT2,0.572967151,0.328486807
RPL3L,0.730392157,0.632352941
ZSCAN32,0.042502388,0.258834766
RPS2,0.70521542,0.383219955
NDUFB10,0.610789981,0.333333333
PDPK1,0.712746858,0.731897068
TIGD7,0.416363636,0.761212121
DEF8,0.716814159,0.550147493
TCF25,0.630723781,0.423436731
GALNS,0.604206501,0.287444232
GAS8,0.676409186,0.512178149
MED9,0.648526077,0.709750567
NCOR1,0.683736174,0.852382903
COPS3,0.753930818,0.955188679
GID4,0.772978959,0.934662237
ZNF287,0.625546807,0.877077865
MYOCD,0.602161432,0.522120905
KSR1,0.714722586,0.663171691
UTP4,0.710334789,0.797185832
RANBP10,0.823939882,0.935050993
CTRL,0.520754717,0.205031447
DPEP3,0.429447853,0.323790048
GFOD2,0.756476684,0.664939551
NOB1,0.627925747,0.609362389
PRPSAP2,0.747747748,0.890990991
UNC45B,0.745519713,0.700716846
PCTP,0.514728682,0.240310078
OR4D1,0.599142551,0.357984995
TOM1L1,0.538784067,0.670160727
KIF2B,0.422354105,0.284866469
C17orf80,0.16557377,0.213661202
TOB1,0.80539499,0.933526012
VPS53,0.763105242,0.744297719
SPATA22,0.477106227,0.507326007
SGSM2,0.73225602,0.662547529
NPEPPS,0.820652174,0.980797101
SKAP1,0.626851852,0.838888889
LRRC46,0.465838509,0.473084886
SCRN2,0.643192488,0.621283255
SSH2,0.594073053,0.764300482
RHBDL3,0.796707819,0.84526749
SPACA3,0.415123457,0.36882716
ARSG,0.551330798,0.479721166
ABCA8,0.383066173,0.399095767
G6PC3,0.658021134,0.772334294
CLTC,0.770684169,0.958035004
C17orf64,0.390998594,0.324894515
BCAS3,0.754558716,0.934354486
PTRH2,0.687037037,0.781481481
SS18,0.805887033,0.965791567
TAF4B,0.557744303,0.761297798
AFG3L2,0.668755221,0.714703425
PRELID3A,0.684007707,0.730250482
IMPA2,0.662053057,0.611303345
GNAL,0.642701525,0.683369644
SLC39A6,0.641093474,0.791887125
RPRD1A,0.830670927,0.977635783
C18orf21,0.499245852,0.607843137
GALNT1,0.789285714,0.977380952
ASXL3,0.589298948,0.660293464
ADCYAP1,0.638418079,0.670433145
MEP1B,0.503323837,0.536562203
SLC25A52,0.667785235,0.663310962
GAREM1,0.70163436,0.785252756
ESCO1,0.555687673,0.707094728
OSBPL1A,0.686295128,0.785839467
GATA6,0.704697987,0.8450783
GREB1L,0.707380457,0.837837838
RMC1,0.709726444,0.750253293
PELP1,0.624815797,0.768936045
NPC1,0.633828512,0.563200417
SLC14A1,0.571794872,0.447863248
ARRB2,0.804878049,0.891869919
SLC13A5,0.596367897,0.611013474
ZMYND15,0.607895917,0.609690444
WRAP53,0.516697025,0.57619915
MINK1,0.791447862,0.864216054
SAT2,0.561403509,0.549707602
ASGR1,0.546803653,0.581050228
PIK3R5,0.632236095,0.646235339
TP53,0.516920474,0.515228426
CCDC40,0.358705162,0.133566638
ARHGDIA,0.780487805,0.73495935
TMC6,0.514888337,0.328784119
SLC16A3,0.64806867,0.412732475
CARD14,0.504809287,0.269320066
TTYH2,0.61682243,0.517757009
RAB40B,0.713261649,0.578255675
EIF4A3,0.767799353,0.588187702
CSNK1D,0.786057692,0.784455128
ANAPC11,0.823529412,0.737254902
TBCD,0.541771445,0.209555742
FN3KRP,0.593548387,0.376344086
NARF,0.566010212,0.462436178
RPTOR,0.744011976,0.571606786
FOXK2,0.653050933,0.653050933
TRIM65,0.413127413,0.389317889
CBX8,0.717094017,0.801709402
SECTM1,0.095046854,0
RNF157,0.707843137,0.804901961
CEP131,0.433549183,0.252852297
ZNF750,0.403314917,0.139502762
WDR45B,0.709178744,0.629951691
CBX4,0.710041592,0.702911468
RNF165,0.866474544,0.972142171
DYM,0.736091954,0.868965517
MAPK4,0.74829932,0.755668934
ELAC1,0.677655678,0.843406593
MBD1,0.651930894,0.824186992
SMAD4,0.814948764,0.965641953
TNFRSF11A,0.461372231,0.404646137
ZCCHC2,0.637828668,0.833474696
FBXO15,0.366601435,0.400521853
CBLN2,0.743703704,0.894814815
PMAIP1,0.448484848,0.424242424
P3H4,0.722222222,0.858447489
NT5C3B,0.610188261,0.828349945
RETREG3,0.698072805,0.878658101
ERBB2,0.706210191,0.768312102
GRB7,0.69793621,0.647904941
MIEN1,0.715517241,0.747126437
PNMT,0.628975265,0.541813899
ARL5C,0.431481481,0.116666667
STAC2,0.725728155,0.785598706
IGFBP4,0.787644788,0.902187902
FKBP10,0.694110921,0.758147513
TXNL4A,0.72960373,0.706293706
CACNA1A,0.736338253,0.72197846
MISP3,0.350828729,0.303867403
SAMD1,0.772902232,0.765204003
BRD4,0.733186598,0.735387625
SLC39A3,0.674074074,0.463492063
NFIC,0.785854617,0.853962017
TPGS1,0.664375716,0.639175258
PLPP2,0.619377163,0.362168397
ZIM3,0,0
PRDM15,0.70344425,0.544658494
PFKL,0.741357234,0.440034144
FEM1A,0.691542289,0.694029851
VAV1,0.713159968,0.71749409
MVB12A,0.621654501,0.506082725
CIB3,0.726950355,0.45212766
SH3GL1,0.776874435,0.543812105
DUS3L,0.574500768,0.347158218
DPP9,0.705860396,0.569988802
DMRTC2,0.583333333,0.527173913
CCDC97,0.630813953,0.602713178
TMEM91,0.531791908,0.574181118
ZFP14,0.566167291,0.812109863
SIRT3,0.4025,0.3275
IFITM3,0,0.179104478
PGGHG,0.496386631,0.211833785
HUNK,0.673193473,0.682051282
COL6A1,0.658568189,0.369938452
IFNAR1,0.244922342,0.192951016
SOD1,0.56344086,0.56344086
COL6A2,0.69379085,0.436601307
SIK1,0.545493197,0.366071429
DNMT3L,0.403100775,0.169681309
TRPM2,0.56981383,0.429964539
SCYL1,0.701689328,0.648537289
TMEM50B,0.725366876,0.945492662
APP,0.769563338,0.815391267
DOP1B,0.587501812,0.559518631
URB1,0.485768779,0.406396714
AKT1,0.668745669,0.638946639
IL19,0.440074906,0.342696629
EMP3,0.693089431,0.892276423
SAE1,0.722382325,0.853986551
NTN5,0.592517007,0.504081633
LMTK3,0.756780991,0.898004932
GEMIN7,0.585858586,0.638888889
CBLC,0.473684211,0.378947368
WTIP,0.686774942,0.580819799
ADAMTS10,0.746678744,0.777777778
SLC6A3,0.675254965,0.502952228
RNPEPL1,0.7456382,0.728191001
CAPN10,0.551758296,0.424962853
MYO1F,0.730057628,0.654837731
ERVK3-1,0,0.190909091
NLRP12,0.330194601,0.143753923
ZNF787,0.660574413,0.749347258
TIMM29,0.553001277,0.697318008
FBN3,0.395492289,0.218030842
CARM1,0.796387521,0.806787083
EVI5L,0.802729529,0.833746898
TM4SF5,0.518518519,0.377104377
SLC47A1,0.490367776,0.4372446
PSMB6,0.694444444,0.854166667
GPR32,0.109243697,0.04388422
SIGLEC10,0.196752627,0.112225406
ACP4,0.602654176,0.554254489
KLK3,0.17302799,0.057251908
ZNF473,0.21941896,0.189220183
FAM71E1,0.411290323,0.27688172
RPS11,0.752620545,0.775681342
PTH2,0.557755776,0.679867987
RPL13A,0.745098039,0.83496732
CTU1,0.665711557,0.700095511
NOSIP,0.720750552,0.559602649
IGLON5,0.820969337,0.856577646
RCN3,0.714285714,0.667679838
ZNF614,0.429465301,0.50625711
SLC2A5,0.543160691,0.397078353
RERE,0.723675814,0.70729632
MMEL1,0.576923077,0.296581197
CFAP74,0.39915878,0.158149317
PRDM16,0.67789089,0.490211433
CELA2A,0.47654321,0.245679012
PADI3,0.648621554,0.541854637
FHAD1,0.462962963,0.207671958
PADI1,0.49246988,0.370481928
EPHA2,0.728079154,0.594336404
ARHGEF19,0.682025737,0.720630967
EFHD2,0.825726141,0.889349931
PEX14,0.723104056,0.709876543
PGD,0.637741047,0.696280992
MYOM3,0.640241076,0.485859991
SH3BGRL3,0.858156028,0.960992908
CNKSR1,0.554621849,0.48085901
RPL11,0.819366853,0.945996276
IL22RA1,0.390724638,0.288115942
ZNF593,0.69382716,0.691358025
C1orf216,0.6,0.672463768
KIAA0319L,0.658412698,0.815555556
EVA1B,0.738955823,0.879518072
C1orf94,0.49638286,0.329437952
DMRTA2,0.721301412,0.81276857
PLK4,0.528321318,0.805012015
MAP3K6,0.642617016,0.631497285
FCN3,0.228888889,0.496666667
GPN2,0.743837085,0.891747053
SYTL1,0.583777383,0.632918887
WDTC1,0.812192724,0.912487709
CELA3A,0.562115621,0.174661747
NBPF3,0.011566772,0.001577287
HSPG2,0.671979356,0.524741955
ITGB3BP,0.389513109,0.52247191
SERBP1,0.768189509,0.965313029
BCL10,0.696581197,0.897435897
CCN1,0.737347295,0.881326353
PRKACB,0.770258981,0.95154553
PIGK,0.67003367,0.838383838
TINAGL1,0.695156695,0.760683761
AZIN2,0.71945047,0.711496746
RPS8,0.763955343,0.800637959
KIF2C,0.685491276,0.8728191
PTPRF,0.774807827,0.74650594
BEST4,0.632911392,0.801687764
MOB3C,0.797235023,0.775729647
CYP4B1,0.530214425,0.340480832
TMEM61,0.235387046,0.028436019
DMRTB1,0.28765792,0.243926142
LMO4,0.911646586,0.979919679
SYPL2,0.758241758,0.835164835
BARHL2,0.768900344,0.911512027
MTF2,0.887205387,0.992704826
SLC44A3,0.503058104,0.611620795
IGSF3,0.717712692,0.69735007
ZNF697,0.612942613,0.758852259
CTTNBP2NL,0.650520833,0.8375
STRIP1,0.778838504,0.867143994
KCNA10,0.575520833,0.667317708
PSMA5,0.816804408,0.977961433
FNDC7,0.586285195,0.65849228
C1orf162,0.17302799,0.055979644
CD53,0.587878788,0.633333333
PROK1,0.5,0.308176101
CELSR2,0.748860009,0.765731874
ITGA10,0.633847032,0.733447489
GPR161,0.688484848,0.728484848
ALDH9A1,0.606294155,0.648041105
ATP1B1,0.699561404,0.820175439
TIPRL,0.628815629,0.904761905
NME7,0.632183908,0.862068966
POGK,0.689071038,0.698360656
MPC2,0.705729167,0.942708333
CREG1,0.54147813,0.488687783
DCAF6,0.638305322,0.895308123
GPA33,0.369791667,0.092708333
RXRG,0.74137931,0.877155172
TBX19,0.664439495,0.605790646
UCK2,0.770992366,0.904580153
TMCO1,0.731922399,0.945326279
XCL1,0.336231884,0.228985507
XCL2,0.330434783,0.179710145
POU2F1,0.762711864,0.928292047
MAEL,0.596934866,0.857471264
ILDR2,0.6609375,0.884895833
DPT,0.709570957,0.856435644
MGST3,0.673202614,0.596949891
ADCY10,0.49368922,0.326505276
COP1,0.784153005,0.95992714
NECTIN4,0.708414873,0.859099804
UFC1,0.746031746,0.950396825
PPOX,0.608786611,0.822175732
FCGR2A,0.19706499,0.111111111
NUF2,0.596415771,0.842293907
RGS5,0.666666667,0.860805861
SDHC,0.554901961,0.747058824
PFDN2,0.744086022,0.993548387
NR1I3,0.441260745,0.674307545
USP21,0.76442874,0.972320377
F13B,0.394763343,0.279959718
PRCC,0.767615176,0.947831978
FCRL5,0.180299932,0.097477846
RRNAD1,0.661064426,0.808823529
MRPL24,0.67281106,0.683563748
PIGM,0.54009434,0.691823899
CASQ1,0.714525609,0.801847187
ISG20L2,0.506591337,0.728813559
CRABP2,0.760191847,0.851318945
HDGF,0.742738589,0.840940526
ABL2,0.733727811,0.750915751
XPR1,0.776661884,0.944524151
RGS16,0.6272578,0.530377668
TOR1AIP1,0.420091324,0.458333333
FAM163A,0.654761905,0.692460317
HMCN1,0.591436007,0.622782115
RGL1,0.73905505,0.851322063
LYPLAL1,0.519607843,0.668067227
LHX9,0.816582915,0.869346734
PRUNE1,0.602790015,0.84948605
RORC,0.688503532,0.685292229
TUFT1,0.595055413,0.613810742
SF3B4,0.728627451,0.919215686
ECM1,0.451016636,0.617375231
TARS2,0.592025962,0.70607325
CGN,0.618217054,0.727574751
SNX27,0.822878229,0.961254613
SETDB1,0.713880289,0.89628483
ADAMTSL4,0.537984496,0.556589147
MCL1,0.623931624,0.873694207
CTSK,0.665656566,0.866666667
RFX5,0.576985413,0.721231767
PI4KB,0.776437475,0.927623643
PIP5K1A,0.651865009,0.814091178
ANP32E,0.714993804,0.951672862
MINDY1,0.512226512,0.523809524
ANXA9,0.511560694,0.513487476
SELENBP1,0.675123326,0.591966173
CERS2,0.75328084,0.846894138
ENSA,0.882513661,0.959016393
SEMA6C,0.648321218,0.72066459
MRPL9,0.560945274,0.625621891
ARNT,0.706751055,0.901687764
POGZ,0.730923695,0.928419561
C1orf56,0.368421053,0.333333333
OAZ3,0.607329843,0.710296684
HORMAD1,0.610126582,0.76371308
GOLPH3L,0.727272727,0.857808858
GABPB2,0.579064588,0.660727543
SYT14,0.487475915,0.678998073
KCNH1,0.751851852,0.877441077
DTL,0.6374829,0.905608755
DYRK3,0.647425014,0.82229768
EIF2D,0.635897436,0.837037037
INTS7,0.704049844,0.911388024
VASH2,0.795940171,0.861111111
TAF1A,0.543237251,0.577235772
SMYD2,0.697388633,0.822580645
SUSD4,0.650373388,0.455532926
DUSP10,0.750862664,0.727398206
HHIPL2,0.455172414,0.186666667
TP53BP2,0.611160059,0.661380323
ATP8B2,0.76154492,0.877973692
FLG2,0.064659978,0.063823857
CRNN,0.194892473,0.073924731
ADAM15,0.578703704,0.658179012
JTB,0.603174603,0.786848073
RAB13,0.733660131,0.87745098
S100A8,0.336879433,0
TPM3,0.825174825,0.990675991
NUP210L,0.54261514,0.729839421
SNAPIN,0.717761557,0.841849148
SLC27A3,0.594054581,0.608187135
S100A7,0.156862745,0.091503268
UBAP2L,0.830269608,0.973958333
SLC39A1,0.715897436,0.826666667
HAX1,0.589285714,0.816666667
CREB3L4,0.496632997,0.698653199
EFNA3,0.868898187,0.973500697
AQP10,0.497792494,0.6401766
KCNN3,0.81147541,0.936703097
C1orf43,0.754593176,0.979002625
GATAD2B,0.763748597,0.940516274
ILF2,0.750213129,0.976129582
RIT1,0.710606061,0.93030303
INTS3,0.778203899,0.92042186
PKLR,0.665507246,0.768115942
HCN3,0.763010753,0.835268817
FLG,0.011734778,0.003364517
ACTA1,0.833333333,0.905643739
C1orf131,0.384353741,0.411564626
GALNT2,0.745920746,0.800699301
TTC13,0.703832753,0.857142857
SCCPDH,0.631007752,0.612403101
LYST,0.549623005,0.73706821
MAP3K21,0.448087432,0.467373835
CEP170,0.667718191,0.877181914
ACP1,0.626834382,0.800838574
SNAP47,0.407885305,0.284587814
SRP9,0.796934866,0.942528736
NVL,0.541034617,0.685725399
SDE2,0.407817109,0.311946903
DEGS1,0.544238683,0.762345679
FBXO28,0.743450768,0.897922313
ARF1,0.815018315,0.811355311
LEFTY2,0.560399637,0.505903724
CNIH4,0.723809524,0.973809524
ITPKB,0.47624076,0.511439634
GUK1,0.685185185,0.372053872
CDC42BPA,0.707945736,0.923255814
CNIH3,0.805383023,0.80952381
C1orf35,0.535353535,0.647727273
MBOAT2,0.602047345,0.824056302
PARP1,0.677175698,0.646962233
PSEN2,0.74684484,0.636228656
PYCR2,0.723779855,0.755970924
LBR,0.537878788,0.517857143
WNT9A,0.782331512,0.687613843
