chrom	chromStart	chromEnd	name	score	strand	thickStart	thickEnd	itemRgb	quantile	prediction
chr20	18488137	18542059	SEC23B	0	.	18488137	18542059	125,130,125	45.77%	0.130800911
chr20	18568537	18744561	DTD1	0	.	18568537	18744561	175,80,175	25.96%	0.323190177
chr20	18790372	18810797	C20orf78	0	.	18790372	18810797	0,255,0	91.09%	0.001963739
chr20	18794370	18795033	SCP2D1	0	.	18794370	18795033	100,155,100	57.63%	0.069379476
chr20	19193290	19703581	SLC24A3	0	.	19193290	19703581	175,80,175	28.32%	0.290843458
chr20	19867165	19983101	RIN2	0	.	19867165	19983101	150,105,150	39.64%	0.175081629
chr20	19997760	20014299	NAA20	0	.	19997760	20014299	175,80,175	25.01%	0.337319366
chr20	20015012	20036690	CRNKL1	0	.	20015012	20036690	175,80,175	20.56%	0.403355497
chr20	20033158	20341346	CFAP61	0	.	20033158	20341346	100,155,100	50.42%	0.103943105
chr20	20348765	20351590	INSM1	0	.	20348765	20351590	100,155,100	54.48%	0.083754951
chr20	20370196	20693131	RALGAPA2	0	.	20370196	20693131	175,80,175	22.17%	0.378281748
chr20	21283942	21370463	XRN2	0	.	21283942	21370463	200,55,200	12.25%	0.587310761
chr20	21376005	21378666	NKX2-4	0	.	21376005	21378666	75,180,75	61.91%	0.052480822
chr20	21491648	21494664	NKX2-2	0	.	21491648	21494664	255,0,255	2.17%	0.95244167
chr20	21686297	21696620	PAX1	0	.	21686297	21696620	150,105,150	38.4%	0.184501973
chr20	22561643	22566093	FOXA2	0	.	22561643	22566093	125,130,125	45.26%	0.134076269
chr20	23016057	23017314	SSTR4	0	.	23016057	23017314	50,205,50	73.61%	0.021126523
chr20	23026270	23030378	THBD	0	.	23026270	23030378	25,230,25	80.46%	0.010578097
chr20	23059986	23066977	CD93	0	.	23059986	23066977	25,230,25	87.15%	0.003918213
chr20	23331373	23335414	NXT1	0	.	23331373	23335414	125,130,125	49%	0.110946037
chr20	23342787	23353700	GZF1	0	.	23342787	23353700	75,180,75	60.41%	0.05795325
chr20	23355159	23402125	NAPB	0	.	23355159	23402125	175,80,175	26.98%	0.308193299
chr20	23420322	23425567	CSTL1	0	.	23420322	23425567	25,230,25	86.59%	0.004298444
chr20	23431040	23433494	CST11	0	.	23431040	23433494	0,255,0	97.39%	0.000677731
chr20	23471738	23476655	CST8	0	.	23471738	23476655	0,255,0	90.99%	0.002009585
chr20	23545369	23549386	CST9L	0	.	23545369	23549386	0,255,0	97.19%	0.000714685
chr20	23583047	23586513	CST9	0	.	23583047	23586513	0,255,0	99.73%	0.000211007
chr20	23608534	23619110	CST3	0	.	23608534	23619110	25,230,25	86.24%	0.004669156
chr20	23666277	23669677	CST4	0	.	23666277	23669677	0,255,0	96.57%	0.000811939
chr20	23728190	23731905	CST1	0	.	23728190	23731905	0,255,0	91.95%	0.001682588
chr20	23804406	23807368	CST2	0	.	23804406	23807368	0,255,0	97.38%	0.000679439
chr20	23856572	23860387	CST5	0	.	23856572	23860387	0,255,0	97.77%	0.000620853
chr20	23965690	23969416	GGTLC1	0	.	23965690	23969416	0,255,0	91.91%	0.001696056
chr20	24449835	24647252	SYNDIG1	0	.	24449835	24647252	100,155,100	51.02%	0.100814635
chr20	24929866	24940564	CST7	0	.	24929866	24940564	25,230,25	84.31%	0.006283106
chr20	24943561	24973615	APMAP	0	.	24943561	24973615	75,180,75	61.28%	0.054668543
chr20	24986868	25039616	ACSS1	0	.	24986868	25039616	75,180,75	63.01%	0.048821607
chr20	25051521	25062996	VSX1	0	.	25051521	25062996	50,205,50	74.27%	0.019829989
chr20	25176329	25207365	ENTPD6	0	.	25176329	25207365	50,205,50	74.06%	0.020216759
chr20	25228705	25278650	PYGB	0	.	25228705	25278650	150,105,150	37.49%	0.193317338
chr20	25275379	25371619	ABHD12	0	.	25275379	25371619	100,155,100	52.8%	0.092039068
chr20	25388363	25433264	GINS1	0	.	25388363	25433264	150,105,150	32.55%	0.238512425
chr20	25433341	25566153	NINL	0	.	25433341	25566153	25,230,25	80.48%	0.010538639
chr20	25593571	25604811	NANP	0	.	25593571	25604811	100,155,100	57.65%	0.069328355
chr20	25654851	25677477	ZNF337	0	.	25654851	25677477	0,255,0	96.95%	0.000757967
chr20	25744102	25848861	FAM182B	0	.	25744102	25848861	0,255,0	92.73%	0.001507273
chr20	29611857	29634010	FRG1B	0	.	29611857	29634010	25,230,25	81.26%	0.009509512
chr20	29845467	29847435	DEFB115	0	.	29845467	29847435	0,255,0	94.41%	0.001201025
chr20	29891015	29896388	DEFB116	0	.	29891015	29896388	0,255,0	90.34%	0.002229167
chr20	29956421	29961726	DEFB118	0	.	29956421	29961726	0,255,0	99.94%	0.000101783
chr20	29964967	29978406	DEFB119	0	.	29964967	29978406	25,230,25	88.22%	0.003255747
chr20	29992648	30000641	DEFB121	0	.	29992648	30000641	0,255,0	95.35%	0.001016172
chr20	30028322	30038060	DEFB123	0	.	30028322	30038060	25,230,25	83.33%	0.007148826
chr20	30053309	30064560	DEFB124	0	.	30053309	30064560	50,205,50	79.42%	0.011729548
chr20	30063096	30072708	REM1	0	.	30063096	30072708	100,155,100	59.03%	0.063368551
chr20	30102231	30157370	HM13	0	.	30102231	30157370	200,55,200	14.51%	0.531748433
chr20	30193086	30194318	ID1	0	.	30193086	30194318	255,0,255	6.25%	0.781971782
chr20	30225691	30232809	COX4I2	0	.	30225691	30232809	75,180,75	65.18%	0.041772972
chr20	30252255	30311792	BCL2L1	0	.	30252255	30311792	255,0,255	1.3%	0.984693529
chr20	30327074	30389608	TPX2	0	.	30327074	30389608	200,55,200	16.69%	0.481532939
chr20	30407111	30422492	MYLK2	0	.	30407111	30422492	100,155,100	58.68%	0.064867088
chr20	30432103	30433420	FOXS1	0	.	30432103	30433420	75,180,75	65.5%	0.040832452
chr20	30435440	30458550	DUSP15	0	.	30435440	30458550	75,180,75	63.28%	0.048121823
chr20	30458505	30532764	TTLL9	0	.	30458505	30532764	150,105,150	35.42%	0.211515283
chr20	30532758	30539895	PDRG1	0	.	30532758	30539895	125,130,125	45.07%	0.135262957
chr20	30555805	30591190	XKR7	0	.	30555805	30591190	125,130,125	41.99%	0.157261349
chr20	30598245	30619984	CCM2L	0	.	30598245	30619984	100,155,100	51.71%	0.097070996
chr20	30639991	30689659	HCK	0	.	30639991	30689659	175,80,175	29.35%	0.276976994
chr20	30697309	30755061	TM9SF4	0	.	30697309	30755061	175,80,175	25.37%	0.331725265
chr20	30780306	30795594	PLAGL2	0	.	30780306	30795594	175,80,175	23%	0.366026203
chr20	30795683	30826470	POFUT1	0	.	30795683	30826470	200,55,200	18.03%	0.452999668
chr20	30865467	30922814	KIF3B	0	.	30865467	30922814	175,80,175	22.85%	0.368015892
chr20	30946155	31027122	ASXL1	0	.	30946155	31027122	175,80,175	20.78%	0.399812505
chr20	31030862	31172876	NOL4L	0	.	31030862	31172876	100,155,100	50.27%	0.104798004
chr20	31290493	31331803	COMMD7	0	.	31290493	31331803	125,130,125	46.54%	0.125717368
chr20	31350191	31397162	DNMT3B	0	.	31350191	31397162	255,0,255	1.52%	0.978021249
chr20	31407699	31438211	MAPRE1	0	.	31407699	31438211	175,80,175	21.41%	0.390143266
chr20	31446729	31549006	EFCAB8	0	.	31446729	31549006	25,230,25	87.94%	0.003386582
chr20	31571579	31592239	SUN5	0	.	31571579	31592239	25,230,25	83.42%	0.007068287
chr20	31595406	31611515	BPIFB2	0	.	31595406	31611515	25,230,25	83.8%	0.006724294
chr20	31619454	31631853	BPIFB6	0	.	31619454	31631853	50,205,50	75.5%	0.017668453
chr20	31643230	31661434	BPIFB3	0	.	31643230	31661434	50,205,50	72.06%	0.02436257
chr20	31667450	31699557	BPIFB4	0	.	31667450	31699557	75,180,75	69.82%	0.029100431
chr20	31749574	31769218	BPIFA2	0	.	31749574	31769218	0,255,0	99.98%	0.000061264
chr20	31805116	31815564	BPIFA3	0	.	31805116	31815564	25,230,25	86.67%	0.004260948
chr20	31823801	31831115	BPIFA1	0	.	31823801	31831115	25,230,25	88.4%	0.003135969
chr20	31861286	31897684	BPIFB1	0	.	31861286	31897684	25,230,25	88.67%	0.002984777
chr20	31946645	31989367	CDK5RAP1	0	.	31946645	31989367	125,130,125	44.19%	0.141646377
chr20	31995761	32031698	SNTA1	0	.	31995761	32031698	175,80,175	24.92%	0.338628203
chr20	32077881	32237842	CBFA2T2	0	.	32077881	32237842	175,80,175	29.51%	0.275255923
chr20	32244893	32262269	NECAB3	0	.	32244893	32262269	75,180,75	61.33%	0.054483175
chr20	32250090	32253425	C20orf144	0	.	32250090	32253425	25,230,25	87.38%	0.003736074
chr20	32254304	32256331	ACTL10	0	.	32254304	32256331	50,205,50	75.29%	0.017987153
chr20	32263489	32274210	E2F1	0	.	32263489	32274210	200,55,200	10.44%	0.64041265
chr20	32294512	32308125	PXMP4	0	.	32294512	32308125	100,155,100	55.5%	0.078645489
chr20	32319463	32380075	ZNF341	0	.	32319463	32380075	125,130,125	48.05%	0.116496294
chr20	32399110	32442172	CHMP4B	0	.	32399110	32442172	200,55,200	14.15%	0.541390316
chr20	32581452	32696114	RALY	0	.	32581452	32696114	175,80,175	27.46%	0.302394222
chr20	32676104	32700138	EIF2S2	0	.	32676104	32700138	255,0,255	3.45%	0.898760158
chr20	32782375	32857150	ASIP	0	.	32782375	32857150	75,180,75	60.43%	0.057833948
chr20	32868074	32899608	AHCY	0	.	32868074	32899608	200,55,200	18.88%	0.436237792
chr20	32951041	33099198	ITCH	0	.	32951041	33099198	255,0,255	7.04%	0.752501913
chr20	33104214	33128762	DYNLRB1	0	.	33104214	33128762	75,180,75	63.93%	0.045923734
chr20	33134658	33148149	MAP1LC3A	0	.	33134658	33148149	200,55,200	13.1%	0.567277901
chr20	33148346	33264910	PIGU	0	.	33148346	33264910	200,55,200	16.3%	0.490342745
chr20	33284722	33413452	NCOA6	0	.	33284722	33413452	255,0,255	8.11%	0.715798853
chr20	33292094	33301243	TP53INP2	0	.	33292094	33301243	100,155,100	50.03%	0.10586124
chr20	33432523	33460663	GGT7	0	.	33432523	33460663	125,130,125	45.86%	0.129949078
chr20	33459949	33515769	ACSS2	0	.	33459949	33515769	200,55,200	16.4%	0.488270454
chr20	33516236	33543620	GSS	0	.	33516236	33543620	175,80,175	27.32%	0.304624522
chr20	33563206	33590240	MYH7B	0	.	33563206	33590240	75,180,75	63.11%	0.048502775
chr20	33590207	33680674	TRPC4AP	0	.	33590207	33680674	175,80,175	28.34%	0.290507847
chr20	33703167	33865928	EDEM2	0	.	33703167	33865928	175,80,175	24.03%	0.351037677
chr20	33759876	33765165	PROCR	0	.	33759876	33765165	50,205,50	71.12%	0.026504113
chr20	33814457	33864801	MMP24	0	.	33814457	33864801	150,105,150	35.73%	0.208744376
chr20	33866714	33872788	EIF6	0	.	33866714	33872788	255,0,255	7.64%	0.730804615
chr20	33873534	33880204	FAM83C	0	.	33873534	33880204	75,180,75	68.66%	0.031883834
chr20	33890369	33999944	UQCC1	0	.	33890369	33999944	175,80,175	27.71%	0.29892729
chr20	34020827	34023248	GDF5OS	0	.	34020827	34023248	125,130,125	45.39%	0.133260106
chr20	34021145	34042568	GDF5	0	.	34021145	34042568	255,0,255	5.52%	0.812568792
chr20	34042985	34099804	CEP250	0	.	34042985	34099804	100,155,100	50.61%	0.102943293
chr20	34111014	34117481	C20orf173	0	.	34111014	34117481	0,255,0	90.45%	0.002190655
chr20	34129770	34145405	ERGIC3	0	.	34129770	34145405	150,105,150	32.69%	0.237081134
chr20	34203814	34208971	SPAG4	0	.	34203814	34208971	125,130,125	45.46%	0.133043083
chr20	34213953	34252878	CPNE1	0	.	34213953	34252878	150,105,150	31.02%	0.256351532
chr20	34236847	34252878	RBM12	0	.	34236847	34252878	200,55,200	14.23%	0.539214955
chr20	34255977	34287281	NFS1	0	.	34255977	34287281	200,55,200	16.38%	0.48846026
chr20	34287194	34288906	ROMO1	0	.	34287194	34288906	200,55,200	11.99%	0.593711351
chr20	34291531	34330234	RBM39	0	.	34291531	34330234	200,55,200	10.32%	0.643990678
chr20	34359896	34538303	PHF20	0	.	34359896	34538303	200,55,200	18.87%	0.436328902
chr20	34541539	34547394	SCAND1	0	.	34541539	34547394	25,230,25	85.04%	0.00565513
chr20	34556512	34618622	CNBD2	0	.	34556512	34618622	50,205,50	76.76%	0.015554621
chr20	34679426	34820721	EPB41L1	0	.	34679426	34820721	200,55,200	14.68%	0.527475951
chr20	34824381	34858840	AAR2	0	.	34824381	34858840	150,105,150	37.72%	0.190803535
chr20	34894258	35157040	DLGAP4	0	.	34894258	35157040	175,80,175	23.32%	0.361698448
chr20	35169887	35178228	MYL9	0	.	35169887	35178228	175,80,175	29.37%	0.27690446
chr20	35201891	35222353	TGIF2	0	.	35201891	35222353	150,105,150	30.18%	0.265937092
chr20	35202956	35240787	TGIF2-C20orf24	0	.	35202956	35240787	255,0,255	9.4%	0.669121537
chr20	35234137	35240960	C20orf24	0	.	35234137	35240960	200,55,200	16.95%	0.476134525
chr20	35240721	35274619	SLA2	0	.	35240721	35274619	75,180,75	60.36%	0.058125051
chr20	35280169	35374481	NDRG3	0	.	35280169	35374481	150,105,150	32.14%	0.243355909
chr20	35380194	35402221	DSN1	0	.	35380194	35402221	150,105,150	39.3%	0.17796893
chr20	35405845	35492089	SOGA1	0	.	35405845	35492089	100,155,100	50.33%	0.10447681
chr20	35504524	35522638	TLDC2	0	.	35504524	35522638	75,180,75	63.12%	0.048486963
chr20	35518632	35580246	SAMHD1	0	.	35518632	35580246	75,180,75	61.02%	0.055642871
chr20	35624752	35724398	RBL1	0	.	35624752	35724398	175,80,175	21.94%	0.381608841
chr20	35729629	35807991	MROH8	0	.	35729629	35807991	75,180,75	69.39%	0.030021625
chr20	35806813	35870022	RPN2	0	.	35806813	35870022	175,80,175	29.64%	0.272886189
chr20	35879489	35890238	GHRH	0	.	35879489	35890238	200,55,200	11.05%	0.621899315
chr20	35918041	35945663	MANBAL	0	.	35918041	35945663	100,155,100	51.03%	0.100779698
chr20	35973088	36034453	SRC	0	.	35973088	36034453	255,0,255	0.2%	0.999870243
chr20	36120874	36156333	BLCAP	0	.	36120874	36156333	200,55,200	13.5%	0.555242195
chr20	36149617	36152092	NNAT	0	.	36149617	36152092	175,80,175	21.87%	0.38273415
chr20	36322408	36500531	CTNNBL1	0	.	36322408	36500531	255,0,255	9.04%	0.681150698
chr20	36531499	36573752	VSTM2L	0	.	36531499	36573752	175,80,175	23.54%	0.358588083
chr20	36611409	36661870	TTI1	0	.	36611409	36661870	100,155,100	50.52%	0.103468443
chr20	36661948	36720768	RPRD1B	0	.	36661948	36720768	200,55,200	19.07%	0.431276538
chr20	36756863	36794980	TGM2	0	.	36756863	36794980	150,105,150	39.88%	0.173375786
chr20	36838890	36889174	KIAA1755	0	.	36838890	36889174	50,205,50	74.86%	0.018683908
chr20	36888551	36965907	BPI	0	.	36888551	36965907	0,255,0	93.63%	0.001345673
chr20	36974759	37005665	LBP	0	.	36974759	37005665	25,230,25	84.69%	0.005902655
chr20	37101459	37207504	RALGAPB	0	.	37101459	37207504	200,55,200	12.23%	0.587612363
chr20	37209838	37217106	ADIG	0	.	37209838	37217106	0,255,0	91.49%	0.001817176
chr20	37230577	37279678	ARHGAP40	0	.	37230577	37279678	50,205,50	77.58%	0.014368541
chr20	37353105	37358015	SLC32A1	0	.	37353105	37358015	175,80,175	21.77%	0.384362075
chr20	37377085	37400834	ACTR5	0	.	37377085	37400834	125,130,125	47.44%	0.119979077
chr20	37434348	37551667	PPP1R16B	0	.	37434348	37551667	150,105,150	35.54%	0.210314381
chr20	37554955	37581703	FAM83D	0	.	37554955	37581703	100,155,100	51.01%	0.100884236
chr20	37590942	37668366	DHX35	0	.	37590942	37668366	175,80,175	29.36%	0.2769656
chr20	39314488	39317880	MAFB	0	.	39314488	39317880	255,0,255	5.59%	0.809126544
chr20	39657458	39753127	TOP1	0	.	39657458	39753127	255,0,255	1.64%	0.972440026
chr20	39765600	39811629	PLCG1	0	.	39765600	39811629	255,0,255	4.71%	0.846527408
chr20	39807088	39946312	ZHX3	0	.	39807088	39946312	100,155,100	55.23%	0.079789863
chr20	39969560	39989222	LPIN3	0	.	39969560	39989222	100,155,100	54.92%	0.081272459
chr20	39988606	39995467	EMILIN3	0	.	39988606	39995467	75,180,75	66.2%	0.03870075
chr20	40030741	40247133	CHD6	0	.	40030741	40247133	200,55,200	19.36%	0.425022636
chr20	40701392	41818610	PTPRT	0	.	40701392	41818610	255,0,255	2.38%	0.944095136
chr20	42086568	42092245	SRSF6	0	.	42086568	42092245	175,80,175	22.18%	0.378161019
chr20	42136320	42179590	L3MBTL1	0	.	42136320	42179590	125,130,125	47.47%	0.119862091
chr20	42187608	42216877	SGK2	0	.	42187608	42216877	125,130,125	48.81%	0.112289403
chr20	42219571	42275936	IFT52	0	.	42219571	42275936	175,80,175	21.64%	0.386520609
chr20	42295754	42345136	MYBL2	0	.	42295754	42345136	150,105,150	34.94%	0.215458028
chr20	42354804	42355638	GTSF1L	0	.	42354804	42355638	50,205,50	71.92%	0.024712625
chr20	42543504	42698256	TOX2	0	.	42543504	42698256	150,105,150	37.74%	0.190676673
chr20	42740335	42816218	JPH2	0	.	42740335	42816218	100,155,100	52.4%	0.093878237
chr20	42825136	42839431	OSER1	0	.	42825136	42839431	150,105,150	31.22%	0.253840952
chr20	42875887	42909013	GDAP1L1	0	.	42875887	42909013	175,80,175	27.74%	0.298611091
chr20	42931478	42939809	FITM2	0	.	42931478	42939809	125,130,125	49.71%	0.107362781
chr20	42965626	42979875	R3HDML	0	.	42965626	42979875	75,180,75	63.29%	0.048092498
chr20	42984340	43061485	HNF4A	0	.	42984340	43061485	255,0,255	0.49%	0.998552608
chr20	43080624	43093984	C20orf62	0	.	43080624	43093984	0,255,0	93.1%	0.001440136
chr20	43104526	43123244	TTPAL	0	.	43104526	43123244	125,130,125	44.49%	0.139429923
chr20	43124862	43150750	SERINC3	0	.	43124862	43150750	75,180,75	61.95%	0.052397388
chr20	43160426	43252888	PKIG	0	.	43160426	43252888	125,130,125	46.68%	0.124738302
chr20	43248163	43280874	ADA	0	.	43248163	43280874	200,55,200	12.82%	0.574821556
chr20	43343485	43357150	WISP2	0	.	43343485	43357150	75,180,75	68.75%	0.031645145
chr20	43374421	43379675	KCNK15	0	.	43374421	43379675	75,180,75	66.5%	0.037849081
chr20	43380449	43438979	RIMS4	0	.	43380449	43438979	175,80,175	29.9%	0.269621396
chr20	43514317	43537173	YWHAB	0	.	43514317	43537173	255,0,255	6.23%	0.784878927
chr20	43538703	43587676	PABPC1L	0	.	43538703	43587676	50,205,50	75.45%	0.017738591
chr20	43570771	43589127	TOMM34	0	.	43570771	43589127	100,155,100	50.67%	0.102647738
chr20	43595115	43708600	STK4	0	.	43595115	43708600	200,55,200	10.71%	0.631837691
chr20	43720951	43729753	KCNS1	0	.	43720951	43729753	150,105,150	37.88%	0.189446323
chr20	43738093	43743813	WFDC5	0	.	43738093	43743813	25,230,25	86.41%	0.004486466
chr20	43752066	43753106	WFDC12	0	.	43752066	43753106	0,255,0	99.74%	0.000204864
chr20	43803517	43805185	PI3	0	.	43803517	43805185	50,205,50	77.71%	0.014223443
chr20	43835638	43838413	SEMG1	0	.	43835638	43838413	0,255,0	98.19%	0.000548514
chr20	43849941	43853099	SEMG2	0	.	43849941	43853099	0,255,0	98.87%	0.000410454
chr20	43880880	43883205	SLPI	0	.	43880880	43883205	0,255,0	93.54%	0.001364081
chr20	43922085	43937169	MATN4	0	.	43922085	43937169	100,155,100	51.68%	0.09722917
chr20	43935491	43945803	RBPJL	0	.	43935491	43945803	175,80,175	22.01%	0.380367124
chr20	43953928	43977064	SDC4	0	.	43953928	43977064	125,130,125	48.15%	0.11591881
chr20	43990577	44005438	SYS1	0	.	43990577	44005438	200,55,200	13.61%	0.552810093
chr20	44002526	44036529	TP53TG5	0	.	44002526	44036529	25,230,25	86.94%	0.004045663
chr20	44034697	44039250	DBNDD2	0	.	44034697	44039250	100,155,100	55.57%	0.078431837
chr20	44044717	44054884	PIGT	0	.	44044717	44054884	150,105,150	35.03%	0.214788369
chr20	44098346	44110172	WFDC2	0	.	44098346	44110172	0,255,0	91.45%	0.001834851
chr20	44141101	44144264	SPINT3	0	.	44141101	44144264	0,255,0	99.92%	0.000117145
chr20	44162835	44168134	WFDC6	0	.	44162835	44168134	0,255,0	95.55%	0.000981441
chr20	44165625	44176065	EPPIN-WFDC6	0	.	44165625	44176065	0,255,0	90.15%	0.00230177
chr20	44165625	44176391	EPPIN	0	.	44165625	44176391	0,255,0	91.01%	0.001999754
chr20	44179792	44207965	WFDC8	0	.	44179792	44207965	0,255,0	98.86%	0.0004131
chr20	44236578	44259907	WFDC9	0	.	44236578	44259907	0,255,0	98.92%	0.000406066
chr20	44258165	44259835	WFDC10A	0	.	44258165	44259835	0,255,0	95.63%	0.000971585
chr20	44277202	44298909	WFDC11	0	.	44277202	44298909	0,255,0	99.56%	0.000262446
chr20	44313292	44333658	WFDC10B	0	.	44313292	44333658	0,255,0	99.01%	0.000388169
chr20	44330655	44337456	WFDC13	0	.	44330655	44337456	0,255,0	95.42%	0.001000173
chr20	44350990	44354469	SPINT4	0	.	44350990	44354469	0,255,0	92.82%	0.001490663
chr20	44376583	44420571	WFDC3	0	.	44376583	44420571	25,230,25	86.12%	0.004780966
chr20	44420576	44440066	DNTTIP1	0	.	44420576	44440066	150,105,150	31.51%	0.250150902
chr20	44441215	44445596	UBE2C	0	.	44441215	44445596	200,55,200	14.48%	0.532416405
chr20	44451853	44462384	TNNC2	0	.	44451853	44462384	125,130,125	42.29%	0.154997755
chr20	44462449	44471914	SNX21	0	.	44462449	44471914	100,155,100	52.89%	0.0916542
chr20	44470360	44486045	ACOT8	0	.	44470360	44486045	100,155,100	56.55%	0.073842173
chr20	44486256	44507761	ZSWIM3	0	.	44486256	44507761	75,180,75	63.99%	0.045676438
chr20	44509866	44513905	ZSWIM1	0	.	44509866	44513905	75,180,75	63.57%	0.046996644
chr20	44515128	44516274	SPATA25	0	.	44515128	44516274	100,155,100	58.32%	0.066165804
chr20	44517264	44519926	NEURL2	0	.	44517264	44519926	125,130,125	46.77%	0.124319753
chr20	44518783	44527459	CTSA	0	.	44518783	44527459	125,130,125	42.59%	0.152533286
chr20	44527399	44540794	PLTP	0	.	44527399	44540794	100,155,100	57%	0.071878628
chr20	44563267	44576662	PCIF1	0	.	44563267	44576662	150,105,150	33.86%	0.225016618
chr20	44577292	44600833	ZNF335	0	.	44577292	44600833	100,155,100	56.93%	0.072350916
chr20	44637547	44645200	MMP9	0	.	44637547	44645200	255,0,255	2.36%	0.945544929
chr20	44650356	44688784	SLC12A5	0	.	44650356	44688784	175,80,175	27.97%	0.295781157
chr20	44689624	44718591	NCOA5	0	.	44689624	44718591	175,80,175	21.03%	0.395551985
chr20	44746911	44758502	CD40	0	.	44746911	44758502	125,130,125	40.22%	0.170616813
chr20	44802372	44937137	CDH22	0	.	44802372	44937137	150,105,150	39.18%	0.178666963
chr20	44978167	44993043	SLC35C2	0	.	44978167	44993043	150,105,150	39.63%	0.175115057
chr20	44994688	45061704	ELMO2	0	.	44994688	45061704	175,80,175	23.9%	0.35275593
chr20	45129701	45142198	ZNF334	0	.	45129701	45142198	25,230,25	88.02%	0.003346822
chr20	45169585	45179213	OCSTAMP	0	.	45169585	45179213	25,230,25	86.26%	0.004666753
chr20	45186463	45304714	SLC13A3	0	.	45186463	45304714	125,130,125	48.01%	0.116689136
chr20	45313004	45318418	TP53RK	0	.	45313004	45318418	75,180,75	68.8%	0.031462476
chr20	45338126	45364965	SLC2A10	0	.	45338126	45364965	50,205,50	71.82%	0.024962782
chr20	45523263	45817492	EYA2	0	.	45523263	45817492	200,55,200	10.43%	0.640546711
chr20	45837859	45985567	ZMYND8	0	.	45837859	45985567	150,105,150	32.52%	0.239093042
chr20	46130601	46285621	NCOA3	0	.	46130601	46285621	200,55,200	16.22%	0.49257506
chr20	46285092	46415360	SULF2	0	.	46285092	46415360	150,105,150	35.06%	0.214494779
chr20	47240790	47444420	PREX1	0	.	47240790	47444420	100,155,100	51.42%	0.098716981
chr20	47538427	47653230	ARFGEF2	0	.	47538427	47653230	175,80,175	27.35%	0.303924468
chr20	47662849	47713489	CSE1L	0	.	47662849	47713489	255,0,255	5.45%	0.815579241
chr20	47729878	47804904	STAU1	0	.	47729878	47804904	200,55,200	10.91%	0.626363807
chr20	47835884	47860614	DDX27	0	.	47835884	47860614	125,130,125	40.88%	0.165363829
chr20	47854483	47894963	ZNFX1	0	.	47854483	47894963	150,105,150	35.6%	0.209728614
chr20	47980414	48099184	KCNB1	0	.	47980414	48099184	175,80,175	21.33%	0.391234328
chr20	48120411	48184683	PTGIS	0	.	48120411	48184683	75,180,75	65.68%	0.040272402
chr20	48249482	48330415	B4GALT5	0	.	48249482	48330415	150,105,150	37.58%	0.192081933
chr20	48429250	48508779	SLC9A8	0	.	48429250	48508779	175,80,175	26.55%	0.313418914
chr20	48519928	48532080	SPATA2	0	.	48519928	48532080	75,180,75	66.25%	0.038606519
chr20	48552948	48570429	RNF114	0	.	48552948	48570429	150,105,150	37.51%	0.193204201
chr20	48599536	48605423	SNAI1	0	.	48599536	48605423	175,80,175	25.49%	0.329962499
chr20	48697661	48732496	UBE2V1	0	.	48697661	48732496	175,80,175	21.37%	0.390569634
chr20	48697661	48770174	TMEM189-UBE2V1	0	.	48697661	48770174	175,80,175	22%	0.38039279
chr20	48697663	48770335	TMEM189	0	.	48697663	48770335	150,105,150	35.49%	0.210702573
chr20	48807376	48809212	CEBPB	0	.	48807376	48809212	200,55,200	10.54%	0.637441971
chr20	49126891	49201299	PTPN1	0	.	49126891	49201299	255,0,255	8.18%	0.713424588
chr20	49202645	49308065	FAM65C	0	.	49202645	49308065	50,205,50	70.37%	0.028131316
chr20	49348081	49373332	PARD6B	0	.	49348081	49373332	100,155,100	55.88%	0.077098325
chr20	49411431	49493714	BCAS4	0	.	49411431	49493714	25,230,25	80.07%	0.010998119
chr20	49505585	49547958	ADNP	0	.	49505585	49547958	255,0,255	9.79%	0.657974321
chr20	49551404	49575092	DPM1	0	.	49551404	49575092	200,55,200	19.24%	0.42749543
chr20	49575363	49577820	MOCS3	0	.	49575363	49577820	100,155,100	57.38%	0.070490899
chr20	49620193	49639666	KCNG1	0	.	49620193	49639666	175,80,175	29.63%	0.273220874
chr20	50003494	50179370	NFATC2	0	.	50003494	50179370	200,55,200	14.12%	0.542414038
chr20	50213053	50385173	ATP9A	0	.	50213053	50385173	125,130,125	40.18%	0.17091233
chr20	50400581	50419059	SALL4	0	.	50400581	50419059	150,105,150	38.01%	0.188577615
chr20	50668202	50820847	ZFP64	0	.	50668202	50820847	150,105,150	36.35%	0.203128314
chr20	51588946	52111869	TSHZ2	0	.	51588946	52111869	255,0,255	8.09%	0.7161444
chr20	52183604	52226446	ZNF217	0	.	52183604	52226446	50,205,50	77.51%	0.014469317
chr20	52553316	52687304	BCAS1	0	.	52553316	52687304	50,205,50	76.67%	0.015654771
chr20	52769988	52790512	CYP24A1	0	.	52769988	52790512	100,155,100	56.17%	0.07549571
chr20	52824386	52844591	PFDN4	0	.	52824386	52844591	200,55,200	15.16%	0.514752292
chr20	53092136	53267710	DOK5	0	.	53092136	53267710	200,55,200	16.63%	0.482517225
chr20	54572496	54580528	CBLN4	0	.	54572496	54580528	200,55,200	18.9%	0.435802409
chr20	54823788	54824871	MC3R	0	.	54823788	54824871	150,105,150	35.02%	0.214846165
chr20	54933971	54943719	FAM210B	0	.	54933971	54943719	25,230,25	87.18%	0.003888312
chr20	54944445	54967393	AURKA	0	.	54944445	54967393	150,105,150	37.7%	0.191109207
